"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","is.neg","period_num","j","site_num","Periodo","Sitio","n_plants"
"GBP23021603M_ITS_P96","Species richness",96,96,0.961595426719348,96,97.8846924040683,1,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","P96",113839,FALSE,2,"2 16",16,2,16,11
"GBP23021603M_ITS_P96","Shannon diversity",11.5325535958636,11.5378841709255,0.046310939680388,11.4471163970617,11.6286519447893,0.999537993709861,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","P96",113839,FALSE,2,"2 16",16,2,16,11
"GBP23021603M_ITS_P96","Simpson diversity",7.49933438296027,7.49980321691798,0.0327863788647546,7.43554309515958,7.56406333867639,0.999937487165442,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","P96",113839,FALSE,2,"2 16",16,2,16,11
"GBP23021604M_ITS_P96","Species richness",31,31,0.79658454529935,31,32.5612770194279,1,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","P96",32133,FALSE,2,"2 16",16,2,16,11
"GBP23021604M_ITS_P96","Simpson diversity",1.24051145086798,1.24052073629815,0.00478773678463098,1.23113694463281,1.24990452796348,0.999992514893229,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","P96",32133,FALSE,2,"2 16",16,2,16,11
"GBP23021604M_ITS_P96","Shannon diversity",1.80972837380438,1.81058172186448,0.0147708404383448,1.78163140658393,1.83953203714502,0.999528688459738,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","P96",32133,FALSE,2,"2 16",16,2,16,11
"GBP23021605M_ITS_P96","Species richness",4,4,0.14070529413629,4,4.27577730894124,1,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","P96",25,FALSE,2,"2 16",16,2,16,11
"GBP23021605M_ITS_P96","Shannon diversity",3.94134645120279,4.1936741090547,0.255451391790072,3.69299858134552,4.69434963676387,0.939831362359059,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","P96",25,FALSE,2,"2 16",16,2,16,11
"GBP23021605M_ITS_P96","Simpson diversity",3.88198757763975,4.41176470588235,0.418482015535644,3.59155502725476,5.23197438450995,0.87991718426501,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","P96",25,FALSE,2,"2 16",16,2,16,11
"GBP23030101M_ITS_P96","Shannon diversity",5.82638686349801,5.82912999134499,0.0338874901716754,5.76271173108205,5.89554825160793,0.99952941041784,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","P96",121417,FALSE,3,"3 1",1,3,1,20
"GBP23030101M_ITS_P96","Simpson diversity",2.34131436591288,2.34134143453874,0.0102542582683739,2.32124345764455,2.36143941143292,0.999988438838753,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","P96",121417,FALSE,3,"3 1",1,3,1,20
"GBP23030101M_ITS_P96","Species richness",109,109,1.38949782568318,109,111.723365694936,1,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","P96",121417,FALSE,3,"3 1",1,3,1,20
"GBP23030102M_ITS_P96","Species richness",5,5,0,5,5,1,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","P96",346,FALSE,3,"3 1",1,3,1,20
"GBP23030102M_ITS_P96","Shannon diversity",4.40388100609896,4.42950643741707,0.113264399199027,4.20751229425641,4.65150058057773,0.994214833711121,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","P96",346,FALSE,3,"3 1",1,3,1,20
"GBP23030102M_ITS_P96","Simpson diversity",3.93621358584862,3.97000133031795,0.183649836746617,3.61005426452792,4.32994839610798,0.991489235983046,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","P96",346,FALSE,3,"3 1",1,3,1,20
"GBP23030201M_ITS_P96","Shannon diversity",6.41674192714162,6.423603845482,0.0580362726617299,6.30985484126807,6.53735284969594,0.998931765017668,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","P96",17897,FALSE,3,"3 2",2,3,2,13
"GBP23030201M_ITS_P96","Simpson diversity",4.37764589093827,4.37849005949573,0.0335912703835411,4.31265237934904,4.44432773964241,0.999807200988015,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","P96",17897,FALSE,3,"3 2",2,3,2,13
"GBP23030201M_ITS_P96","Species richness",38,38,0.678003523880356,38,39.3288624881967,1,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","P96",17897,FALSE,3,"3 2",2,3,2,13
"GBP23030501M_ITS_P96","Species richness",77,77,0.818588561557061,77,78.6044040988083,1,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","P96",54761,FALSE,3,"3 5",5,3,5,13
"GBP23030501M_ITS_P96","Shannon diversity",5.47343567234328,5.47734567878805,0.039406028577028,5.40011128200332,5.55458007557279,0.999286149409938,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","P96",54761,FALSE,3,"3 5",5,3,5,13
"GBP23030501M_ITS_P96","Simpson diversity",2.53388233665588,2.53395468803314,0.0149382799032401,2.50467619743181,2.56323317863447,0.999971447248995,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","P96",54761,FALSE,3,"3 5",5,3,5,13
"GBP23031301M_ITS_P96","Species richness",11,11,0.0999999999999998,11,11.195996398454,1,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","P96",3876,FALSE,3,"3 13",13,3,13,21
"GBP23031301M_ITS_P96","Shannon diversity",3.80712256575277,3.81212548503344,0.072133515605996,3.67074639236743,3.95350457769945,0.998687629958585,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","P96",3876,FALSE,3,"3 13",13,3,13,21
"GBP23031301M_ITS_P96","Simpson diversity",2.90058737209019,2.90202408746765,0.0490899763891213,2.80580950174305,2.99823867319225,0.999504926446453,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","P96",3876,FALSE,3,"3 13",13,3,13,21
"GBP23031401M_ITS_P96","Shannon diversity",7.31467065973063,7.37649123156596,0.261119384727818,6.86470664183418,7.88827582129774,0.991619244177938,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","P96",605,FALSE,3,"3 14",14,3,14,21
"GBP23031401M_ITS_P96","Species richness",11,11,0.348994876563048,11,11.6840173888526,1,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","P96",605,FALSE,3,"3 14",14,3,14,21
"GBP23031401M_ITS_P96","Simpson diversity",6.02810059848472,6.07887333377991,0.306051944217791,5.47902254571458,6.67872412184524,0.99164767342444,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","P96",605,FALSE,3,"3 14",14,3,14,21
"GBP23031402M_ITS_P96","Simpson diversity",4.75895660655612,4.75945380190705,0.0284951704549773,4.70360429408197,4.81530330973214,0.999895535208109,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","P96",38317,FALSE,3,"3 14",14,3,14,21
"GBP23031402M_ITS_P96","Species richness",34,34,1.64727578233392,34,37.2286012059795,1,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","P96",38317,FALSE,3,"3 14",14,3,14,21
"GBP23031402M_ITS_P96","Shannon diversity",6.82540669340357,6.8285818074411,0.0385223562835931,6.75307937652564,6.90408423835656,0.99953502584767,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","P96",38317,FALSE,3,"3 14",14,3,14,21
"GBP23031403M_ITS_P48","Simpson diversity",13.6563045269387,13.6805647754883,0.27880897544167,13.1341092250562,14.2270203259205,0.998226663230078,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","P48",7190,FALSE,3,"3 14",14,3,14,21
"GBP23031403M_ITS_P48","Shannon diversity",19.9378452039272,19.995826989511,0.235397549431194,19.5344562705769,20.4571977084452,0.99710030569807,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","P48",7190,FALSE,3,"3 14",14,3,14,21
"GBP23031403M_ITS_P48","Species richness",42,42,0.751970910376992,42,43.4738359017607,1,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","P48",7190,FALSE,3,"3 14",14,3,14,21
"GBP23031404M_ITS_P96","Shannon diversity",4.98333815579839,4.99404314647249,0.086746067400987,4.82402397856607,5.16406231437891,0.997856448100241,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","P96",2668,FALSE,3,"3 14",14,3,14,21
"GBP23031404M_ITS_P96","Simpson diversity",3.82076010221511,3.82488279108509,0.08828345904939,3.65185039091767,3.99791519125251,0.998922139815737,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","P96",2668,FALSE,3,"3 14",14,3,14,21
"GBP23031404M_ITS_P96","Species richness",12,12,0.635076359681488,12,13.2447267924085,1,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","P96",2668,FALSE,3,"3 14",14,3,14,21
"GBP23031405M_ITS_P48","Species richness",32,32,0.721512072130581,32,33.4141376757868,1,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","P48",2524,FALSE,3,"3 14",14,3,14,21
"GBP23031405M_ITS_P48","Simpson diversity",10.1797649466939,10.2181132204316,0.284393771237236,9.66071167137906,10.7755147694841,0.996247029866439,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","P48",2524,FALSE,3,"3 14",14,3,14,21
"GBP23031405M_ITS_P48","Shannon diversity",14.9252423673012,15.0213986427347,0.305853757150193,14.4219362941841,15.6208609912853,0.993598713560536,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","P48",2524,FALSE,3,"3 14",14,3,14,21
"GBP23031601M_ITS_P96","Species richness",8,8,0.392921416940488,8,8.7701118259578,1,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","P96",1009,FALSE,3,"3 16",16,3,16,25
"GBP23031601M_ITS_P96","Shannon diversity",5.23812433225735,5.25683188927578,0.115831998553842,5.02980534385296,5.48385843469861,0.996441286803065,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","P96",1009,FALSE,3,"3 16",16,3,16,25
"GBP23031601M_ITS_P96","Simpson diversity",4.43924950959242,4.45460069522013,0.152467717209302,4.15576946068486,4.75343192975541,0.996553858206822,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","P96",1009,FALSE,3,"3 16",16,3,16,25
"GBP23040101M_ITS_P96","Species richness",7,7,0.256432399976243,7,7.50259826842261,1,23,"p04","s01","01M","#22A884FF","#000004FF","sample","P96",326,FALSE,4,"4 1",1,4,1,34
"GBP23040101M_ITS_P96","Shannon diversity",4.35754053314876,4.3991830769758,0.190921099621357,4.02498459782916,4.77338155612244,0.990534028000564,23,"p04","s01","01M","#22A884FF","#000004FF","sample","P96",326,FALSE,4,"4 1",1,4,1,34
"GBP23040101M_ITS_P96","Simpson diversity",3.51591769884328,3.54377975574415,0.202772007584289,3.14635392380606,3.94120558768224,0.992137757191116,23,"p04","s01","01M","#22A884FF","#000004FF","sample","P96",326,FALSE,4,"4 1",1,4,1,34
"GBP23040201M_ITS_P96","Shannon diversity",4.49623210608487,4.49859772790575,0.0404431214472116,4.41933066644683,4.57786478936466,0.999474142396375,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","P96",11766,FALSE,4,"4 2",2,4,2,22
"GBP23040201M_ITS_P96","Simpson diversity",3.53558989259339,3.53637418321136,0.0270189150936839,3.48341808272639,3.58933028369633,0.999778221823445,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","P96",11766,FALSE,4,"4 2",2,4,2,22
"GBP23040201M_ITS_P96","Species richness",13,13,0,13,13,1,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","P96",11766,FALSE,4,"4 2",2,4,2,22
"GBP23040202M_ITS_P96","Species richness",163,163,0.868752313927746,163,164.702723246784,1,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","P96",137792,FALSE,4,"4 2",2,4,2,22
"GBP23040202M_ITS_P96","Shannon diversity",17.7561233872742,17.7682084993289,0.0839029340821598,17.6037617703307,17.9326552283272,0.999319846339311,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","P96",137792,FALSE,4,"4 2",2,4,2,22
"GBP23040202M_ITS_P96","Simpson diversity",9.34660264804324,9.34725189822593,0.0368649944481924,9.2749978368172,9.41950595963465,0.999930541062789,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","P96",137792,FALSE,4,"4 2",2,4,2,22
"GBP23040203M_ITS_P96","Species richness",65,65,1.27023790621888,65,67.4896205479866,1,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","P96",118132,FALSE,4,"4 2",2,4,2,22
"GBP23040203M_ITS_P96","Shannon diversity",5.28909345555361,5.29065598017956,0.0191565458167797,5.25310984031048,5.32820212004864,0.999704663347645,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","P96",118132,FALSE,4,"4 2",2,4,2,22
"GBP23040203M_ITS_P96","Simpson diversity",3.9029235724496,3.90302673359237,0.0123454159995864,3.87883016285902,3.92722330432572,0.999973568937695,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","P96",118132,FALSE,4,"4 2",2,4,2,22
"GBP23040301M_ITS_P96","Species richness",27,27,0.675368268179914,27,28.3236974819338,1,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","P96",10811,FALSE,4,"4 3",3,4,3,23
"GBP23040301M_ITS_P96","Shannon diversity",4.63325355816486,4.63889663389479,0.0698986984082289,4.50189770244844,4.77589556534115,0.998783530616159,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","P96",10811,FALSE,4,"4 3",3,4,3,23
"GBP23040301M_ITS_P96","Simpson diversity",2.56953756457743,2.5699106979149,0.0357011156684617,2.49993779699681,2.63988359883298,0.999854806885793,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","P96",10811,FALSE,4,"4 3",3,4,3,23
"GBP23040401M_ITS_P96","Shannon diversity",3.70111203151541,3.70703624284882,0.0653900591930679,3.57887408188347,3.83519840381418,0.998401900886498,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","P96",1600,FALSE,4,"4 4",4,4,4,18
"GBP23040401M_ITS_P96","Species richness",6,6,0,6,6,1,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","P96",1600,FALSE,4,"4 4",4,4,4,18
"GBP23040401M_ITS_P96","Simpson diversity",3.06181261691878,3.06584141903429,0.0600445204049757,2.94815632157156,3.18352651649703,0.998685906553908,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","P96",1600,FALSE,4,"4 4",4,4,4,18
"GBP23040402M_ITS_P48","Species richness",5,5,0,5,5,1,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","P48",682,FALSE,4,"4 4",4,4,4,18
"GBP23040402M_ITS_P48","Shannon diversity",3.44043210607404,3.45101125948996,0.104937105080723,3.24533831288985,3.65668420609008,0.996934477282033,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","P48",682,FALSE,4,"4 4",4,4,4,18
"GBP23040402M_ITS_P48","Simpson diversity",2.89682356925161,2.90526272823749,0.0981783968136756,2.71283660642281,3.09768885005218,0.997095216586142,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","P48",682,FALSE,4,"4 4",4,4,4,18
"GBP23040403M_ITS_P48","Species richness",2,2,0,2,2,1,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","P48",89,FALSE,4,"4 4",4,4,4,18
"GBP23040403M_ITS_P48","Shannon diversity",1.99886388737211,2.01018859877044,0.0153526667579346,1.98009792485824,2.04027927268264,0.994366343831989,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","P48",89,FALSE,4,"4 4",4,4,4,18
"GBP23040403M_ITS_P48","Simpson diversity",1.99773013871375,2.02063983488132,0.0299353245510437,1.96196767689576,2.07931199286688,0.988662157514617,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","P48",89,FALSE,4,"4 4",4,4,4,18
"GBP23040701M_ITS_P96","Species richness",42,42,0.14070529413629,42,42.2757773089412,1,23,"p04","s07","01M","#22A884FF","#932667FF","sample","P96",10671,FALSE,4,"4 7",7,4,7,10
"GBP23040701M_ITS_P96","Shannon diversity",11.1574757228733,11.1793404309395,0.154203782242765,10.8771065714638,11.4815742904151,0.998044186219999,23,"p04","s07","01M","#22A884FF","#932667FF","sample","P96",10671,FALSE,4,"4 7",7,4,7,10
"GBP23040701M_ITS_P96","Simpson diversity",5.96313838933757,5.96594367631896,0.100372985497393,5.76921623972331,6.16267111291461,0.99952978319381,23,"p04","s07","01M","#22A884FF","#932667FF","sample","P96",10671,FALSE,4,"4 7",7,4,7,10
"GBP23040702M_ITS_P48","Simpson diversity",3.21183363700223,3.21280257411739,0.0518589530677632,3.11116089382862,3.31444425440615,0.999698413739157,23,"p04","s07","02M","#22A884FF","#932667FF","sample","P48",7522,FALSE,4,"4 7",7,4,7,10
"GBP23040702M_ITS_P48","Species richness",24,24,0.186944009960464,24,24.366403526648,1,23,"p04","s07","02M","#22A884FF","#932667FF","sample","P48",7522,FALSE,4,"4 7",7,4,7,10
"GBP23040702M_ITS_P48","Shannon diversity",5.53963433898328,5.54841160804271,0.0797863471396975,5.39203324119089,5.70478997489453,0.998418057332534,23,"p04","s07","02M","#22A884FF","#932667FF","sample","P48",7522,FALSE,4,"4 7",7,4,7,10
"GBP23041101M_ITS_P48","Shannon diversity",4.59752862648039,4.59946534140549,0.0276693407811189,4.54523442999853,4.65369625281245,0.999578926074806,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","P48",100420,FALSE,4,"4 11",11,4,11,9
"GBP23041101M_ITS_P48","Simpson diversity",2.08077405573328,2.08079698748877,0.00874163959033148,2.06366368872589,2.09793028625165,0.999988979340307,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","P48",100420,FALSE,4,"4 11",11,4,11,9
"GBP23041101M_ITS_P48","Species richness",83,83,0.411903002815402,83,83.8073150506421,1,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","P48",100420,FALSE,4,"4 11",11,4,11,9
"GBP23041102M_ITS_P48","Species richness",28,28,0.417949286817787,28,28.8191655495271,1,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","P48",3789,FALSE,4,"4 11",11,4,11,9
"GBP23041102M_ITS_P48","Shannon diversity",12.9182592507993,12.9649026412262,0.215684691760955,12.5421684133582,13.3876368690943,0.996402333922769,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","P48",3789,FALSE,4,"4 11",11,4,11,9
"GBP23041102M_ITS_P48","Simpson diversity",9.20760221728665,9.22759599695001,0.193859762362106,8.84763784466879,9.60755414923123,0.997833262350241,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","P48",3789,FALSE,4,"4 11",11,4,11,9
"GBP23041103M_ITS_P96","Species richness",20,20,0.265065200790995,20,20.5195182471052,1,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","P96",1822,FALSE,4,"4 11",11,4,11,9
"GBP23041103M_ITS_P96","Shannon diversity",11.3251965062006,11.3853129986139,0.253652814322665,10.8881626179642,11.8824633792635,0.994719820841061,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","P96",1822,FALSE,4,"4 11",11,4,11,9
"GBP23041103M_ITS_P96","Simpson diversity",8.61869612238684,8.65510729432617,0.266670516991487,8.13244268528418,9.17777190336816,0.995793099877202,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","P96",1822,FALSE,4,"4 11",11,4,11,9
"GBP23041104M_ITS_P48","Species richness",47,47,1.22934151948715,47,49.4094651028946,1,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","P48",11289,FALSE,4,"4 11",11,4,11,9
"GBP23041104M_ITS_P48","Shannon diversity",9.20587342223754,9.22514511772457,0.125265377800755,8.97962948872529,9.47066074672385,0.997910960180994,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","P48",11289,FALSE,4,"4 11",11,4,11,9
"GBP23041104M_ITS_P48","Simpson diversity",4.66849551458963,4.6700322918156,0.0702314424246468,4.53238119408099,4.80768338955021,0.999670927922989,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","P48",11289,FALSE,4,"4 11",11,4,11,9
"GBP23041105M_ITS_P96","Species richness",11,11,0.33603976412864,11,11.6586258350655,1,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","P96",475,FALSE,4,"4 11",11,4,11,9
"GBP23041105M_ITS_P96","Simpson diversity",6.73206027152021,6.81446731234865,0.374090682113733,6.08126304845372,7.54767157624359,0.987907045840677,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","P96",475,FALSE,4,"4 11",11,4,11,9
"GBP23041105M_ITS_P96","Shannon diversity",8.03398468441448,8.12007695632794,0.286227540245471,7.55908128606333,8.68107262659255,0.989397603941872,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","P96",475,FALSE,4,"4 11",11,4,11,9
"GBP23041301M_ITS_P96","Species richness",8,8,0.36869587201905,8,8.72263063040593,1,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","P96",4148,FALSE,4,"4 13",13,4,13,37
"GBP23041301M_ITS_P96","Shannon diversity",4.13133601469328,4.13494289728395,0.0479494859995191,4.04096363164768,4.22892216292021,0.999127706795411,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","P96",4148,FALSE,4,"4 13",13,4,13,37
"GBP23041301M_ITS_P96","Simpson diversity",3.39169686762727,3.393684784666,0.0506079072088056,3.2944951092038,3.49287446012821,0.999414230500216,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","P96",4148,FALSE,4,"4 13",13,4,13,37
"GBP23041302M_ITS_P48","Shannon diversity",3.54869589639824,3.55202077929884,0.0494197196610944,3.45515990863703,3.64888164996065,0.999063946100772,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","P48",7825,FALSE,4,"4 13",13,4,13,37
"GBP23041302M_ITS_P48","Simpson diversity",2.43846857661807,2.43893172204945,0.0305530513316521,2.37904884182161,2.4988146022773,0.999810103158201,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","P48",7825,FALSE,4,"4 13",13,4,13,37
"GBP23041302M_ITS_P48","Species richness",15,15,0.396272644867973,15,15.7766801119997,1,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","P48",7825,FALSE,4,"4 13",13,4,13,37
"GBP23041401M_ITS_P96","Species richness",110,110,1.76856401555661,110,113.466321774844,1,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","P96",143852,FALSE,4,"4 14",14,4,14,27
"GBP23041401M_ITS_P96","Shannon diversity",8.74307165780488,8.74682773516022,0.0359626686342928,8.67634219984906,8.81731327047138,0.999570578332047,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","P96",143852,FALSE,4,"4 14",14,4,14,27
"GBP23041401M_ITS_P96","Simpson diversity",4.5236971342914,4.52382150195745,0.0176775282749019,4.48917418320296,4.55846882071195,0.999972508272928,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","P96",143852,FALSE,4,"4 14",14,4,14,27
"GBP23041402M_ITS_P96","Simpson diversity",3.40057439770744,3.40154800794477,0.0386356634564199,3.32582349905138,3.47727251683816,0.999713774365359,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","P96",8515,FALSE,4,"4 14",14,4,14,27
"GBP23041402M_ITS_P96","Species richness",32,32,0.699202843636509,32,33.3704123914155,1,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","P96",8515,FALSE,4,"4 14",14,4,14,27
"GBP23041402M_ITS_P96","Shannon diversity",5.44742531620022,5.45763781082246,0.0864427251713546,5.28821318276111,5.62706243888381,0.99812877017929,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","P96",8515,FALSE,4,"4 14",14,4,14,27
"GBP23041403M_ITS_P96","Species richness",38,38,0.887786039665349,38,39.7400286637215,1,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","P96",32564,FALSE,4,"4 14",14,4,14,27
"GBP23041403M_ITS_P96","Shannon diversity",7.35997870523657,7.36444936558335,0.0568432729068902,7.25303859792246,7.47586013324423,0.999392940310287,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","P96",32564,FALSE,4,"4 14",14,4,14,27
"GBP23041403M_ITS_P96","Simpson diversity",3.99285050744361,3.99323910011691,0.0324955867044556,3.92954892051968,4.05692927971414,0.999902687351406,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","P96",32564,FALSE,4,"4 14",14,4,14,27
"GBP23041404M_ITS_P96","Species richness",79,79,0.885800305865353,79,80.7361366969907,1,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","P96",43268,FALSE,4,"4 14",14,4,14,27
"GBP23041404M_ITS_P96","Shannon diversity",11.5365513674207,11.5474413870828,0.0801469185951648,11.3903563131644,11.7045264610012,0.999056932241782,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","P96",43268,FALSE,4,"4 14",14,4,14,27
"GBP23041404M_ITS_P96","Simpson diversity",6.31095693841218,6.31176104249735,0.041622476349384,6.23018248790519,6.39333959708951,0.999872602261119,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","P96",43268,FALSE,4,"4 14",14,4,14,27
"GBP23041405M_ITS_P96","Species richness",6,6,0.325656651576467,6,6.63827530841578,1,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","P96",1457,FALSE,4,"4 14",14,4,14,27
"GBP23041405M_ITS_P96","Shannon diversity",2.67252297904861,2.67724377708316,0.0537912069192848,2.57181494883642,2.7826726053299,0.998236694739955,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","P96",1457,FALSE,4,"4 14",14,4,14,27
"GBP23041405M_ITS_P96","Simpson diversity",2.33457450642302,2.33672521946192,0.0348887255112576,2.26834457399336,2.40510586493049,0.999079603788671,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","P96",1457,FALSE,4,"4 14",14,4,14,27
"GBP23041406M_ITS_P96","Simpson diversity",5.77111587047341,5.77160475651278,0.0304676591186656,5.71188924194696,5.83132027107861,0.999915294608693,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","P96",61224,FALSE,4,"4 14",14,4,14,27
"GBP23041406M_ITS_P96","Species richness",85,85,0.783900935278196,85,86.5364176005925,1,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","P96",61224,FALSE,4,"4 14",14,4,14,27
"GBP23041406M_ITS_P96","Shannon diversity",10.9209249819216,10.9291362692891,0.0668201024462715,10.7981712750512,11.0601012635271,0.999248679203439,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","P96",61224,FALSE,4,"4 14",14,4,14,27
"GBP23050301M_ITS_P96","Shannon diversity",7.76500190633602,7.77609522198932,0.111104294205836,7.55833480681814,7.9938556371605,0.998573407946199,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","P96",7202,FALSE,5,"5 3",3,5,3,23
"GBP23050301M_ITS_P96","Simpson diversity",5.09411265719936,5.09706887964092,0.0827335956327817,4.93491401188917,5.25922374739267,0.999420015206511,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","P96",7202,FALSE,5,"5 3",3,5,3,23
"GBP23050301M_ITS_P96","Species richness",21,21,0.21720333573516,21,21.4257107153629,1,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","P96",7202,FALSE,5,"5 3",3,5,3,23
"GBP23050401M_ITS_P48","Species richness",42,42,0.365008732053044,42,42.7154039688666,1,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","P48",51830,FALSE,5,"5 4",4,5,4,19
"GBP23050401M_ITS_P48","Shannon diversity",5.62734350794488,5.62975162352702,0.0335959415565257,5.56390478804952,5.69559845900452,0.999572251896144,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","P48",51830,FALSE,5,"5 4",4,5,4,19
