"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","period_num","site_num","j","Periodo","Sitio","n_plants"
"GBP23021601M_16S_B48","Shannon diversity",2.84354817812046,2.84912646061413,0.0243817276144905,2.80133915260886,2.89691376861939,0.998042107793115,23,"p02","s16","01M","#414487FF","#FCFFA4FF","sample","B48",16076,2,16,"2 16",2,16,12
"GBP23021601M_16S_B48","Simpson diversity",2.38931708996426,2.38955047086453,0.0136016656225514,2.36289169611457,2.41620924561449,0.999902332717756,23,"p02","s16","01M","#414487FF","#FCFFA4FF","sample","B48",16076,2,16,"2 16",2,16,12
"GBP23021602M_16S_B96","Species richness",126,133.538029014419,5.94654907418445,126,145.19305103212,0.943551443210196,23,"p02","s16","02M","#414487FF","#FCFFA4FF","sample","B96",18294,2,16,"2 16",2,16,12
"GBP23021602M_16S_B96","Shannon diversity",6.09508432979826,6.11980217974741,0.082987200033268,5.95715025650439,6.28245410299044,0.995961005074485,23,"p02","s16","02M","#414487FF","#FCFFA4FF","sample","B96",18294,2,16,"2 16",2,16,12
"GBP23021602M_16S_B96","Simpson diversity",3.33268674516265,3.33313287523369,0.032388067252122,3.26965342989067,3.39661232057671,0.99986615292947,23,"p02","s16","02M","#414487FF","#FCFFA4FF","sample","B96",18294,2,16,"2 16",2,16,12
"GBP23021603M_16S_B96","Species richness",47,100.997548129313,48.9627403467109,47,196.962755793253,0.465357831655705,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","B96",24723,2,16,"2 16",2,16,12
"GBP23021603M_16S_B96","Shannon diversity",3.55027876225921,3.55762885028533,0.0264340425780786,3.50581907886649,3.60943862170416,0.99793399246087,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","B96",24723,2,16,"2 16",2,16,12
"GBP23021603M_16S_B96","Simpson diversity",2.62583038696295,2.6260242511061,0.0183566592327642,2.5900458601334,2.66200264207879,0.999926175798619,23,"p02","s16","03M","#414487FF","#FCFFA4FF","sample","B96",24723,2,16,"2 16",2,16,12
"GBP23021604M_16S_B96","Species richness",33,49.6659981012743,18.0352760430928,33,85.0144895969741,0.664438474239649,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","B96",28061,2,16,"2 16",2,16,12
"GBP23021604M_16S_B96","Shannon diversity",3.62213535715576,3.62581865910935,0.0200202025115385,3.58657978322354,3.66505753499517,0.998984146119846,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","B96",28061,2,16,"2 16",2,16,12
"GBP23021604M_16S_B96","Simpson diversity",2.98036953529675,2.98060632533057,0.0143314025065277,2.95251729256983,3.00869535809132,0.999920556421085,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","B96",28061,2,16,"2 16",2,16,12
"GBP23021605M_16S_B96","Species richness",41,57.8994352170571,20.2965067148982,41,97.6798573902329,0.708124351235838,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","B96",35163,2,16,"2 16",2,16,12
"GBP23021605M_16S_B96","Shannon diversity",2.81069773830715,2.81357476941513,0.0143192455335563,2.78550956388357,2.84163997494668,0.998977446364939,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","B96",35163,2,16,"2 16",2,16,12
"GBP23021605M_16S_B96","Simpson diversity",2.36707706084955,2.36718521286492,0.0101428818928806,2.34730552965543,2.3870648960744,0.99995431197577,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","B96",35163,2,16,"2 16",2,16,12
"GBP23030101M_16S_B96","Species richness",53,83.0818138195777,21.4985940393761,53,125.218283855002,0.637925408261981,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","B96",24796,3,1,"3 1",3,1,22
"GBP23030101M_16S_B96","Shannon diversity",3.40962711877467,3.41709087322444,0.0204677803337531,3.3769747609268,3.45720698552207,0.997815757693702,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","B96",24796,3,1,"3 1",3,1,22
"GBP23030101M_16S_B96","Simpson diversity",2.98444302493254,2.98474221424749,0.0113189855123898,2.96255741030168,3.00692701819331,0.999899760416988,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","B96",24796,3,1,"3 1",3,1,22
"GBP23030102M_16S_B96","Species richness",39,183.487193122397,66.999790980007,52.1700158298713,314.804370414922,0.212548894210752,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","B96",13050,3,1,"3 1",3,1,22
"GBP23030102M_16S_B96","Shannon diversity",2.91775134825323,2.93140686326614,0.0309106928905499,2.87082301846348,2.99199070806879,0.995341651415221,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","B96",13050,3,1,"3 1",3,1,22
"GBP23030102M_16S_B96","Simpson diversity",2.31106254541688,2.31133114138297,0.0150789335278544,2.28177697474311,2.34088530802284,0.999883791655256,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","B96",13050,3,1,"3 1",3,1,22
"GBP23030201M_16S_B96","Species richness",41,54.9994066790982,11.0406122738102,41,76.638609103037,0.745462587246083,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","B96",26865,3,2,"3 2",3,2,14
"GBP23030201M_16S_B96","Shannon diversity",3.40385036741952,3.40817532645783,0.019722534769538,3.3695198686257,3.44683078428997,0.998731004533501,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","B96",26865,3,2,"3 2",3,2,14
"GBP23030201M_16S_B96","Simpson diversity",2.83128920601329,2.83150896917549,0.0163765915536561,2.7994114395408,2.86360649881018,0.999922386556217,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","B96",26865,3,2,"3 2",3,2,14
"GBP23030501M_16S_B96","Species richness",28,40.499318689704,11.4409100386688,28,62.9230903158576,0.691369655241097,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","B96",21346,3,5,"3 5",3,5,13
"GBP23030501M_16S_B96","Shannon diversity",2.78400782168304,2.78727127530609,0.0143662050930594,2.75911403072917,2.815428519883,0.998829158233732,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","B96",21346,3,5,"3 5",3,5,13
"GBP23030501M_16S_B96","Simpson diversity",2.43047324038943,2.43066276388447,0.0156071950117173,2.40007322376182,2.46125230400713,0.999922028058411,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","B96",21346,3,5,"3 5",3,5,13
"GBP23031301M_16S_B96","Species richness",33,45.0990188128446,12.6275105567529,33,69.8484847184797,0.73172323630689,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","B96",14355,3,13,"3 13",3,13,22
"GBP23031301M_16S_B96","Shannon diversity",3.51450594125909,3.52141130943384,0.0274173630432333,3.46767426531804,3.57514835354964,0.998039033907726,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","B96",14355,3,13,"3 13",3,13,22
"GBP23031301M_16S_B96","Simpson diversity",2.87040802020392,2.8708434795072,0.0182372321949791,2.83509916122735,2.90658779778705,0.999848316598803,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","B96",14355,3,13,"3 13",3,13,22
"GBP23031401M_16S_B96","Species richness",41,51.5618848640149,11.3385780509989,41,73.7850894798692,0.795161001350708,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","B96",20476,3,14,"3 14",3,14,22
"GBP23031401M_16S_B96","Shannon diversity",3.31643400708831,3.32189518103738,0.0234424257076777,3.27594887094007,3.36784149113468,0.998356006541011,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","B96",20476,3,14,"3 14",3,14,22
"GBP23031401M_16S_B96","Simpson diversity",2.82828388432991,2.82858507573989,0.0170362658884777,2.79519460816743,2.86197554331236,0.999893518702136,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","B96",20476,3,14,"3 14",3,14,22
"GBP23031402M_16S_B96","Species richness",44,86.6644788568694,40.5127223731804,44,166.067955623973,0.507705124179748,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","B96",22846,3,14,"3 14",3,14,22
"GBP23031402M_16S_B96","Shannon diversity",2.59522636212086,2.60061799457732,0.0170704093597289,2.5671606070309,2.63407538212375,0.997926787991275,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","B96",22846,3,14,"3 14",3,14,22
"GBP23031402M_16S_B96","Simpson diversity",2.23749958141895,2.23764157826611,0.00844124975803916,2.22109703275584,2.25418612377637,0.999936541737276,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","B96",22846,3,14,"3 14",3,14,22
"GBP23031403M_16S_B48","Species richness",19,50.9950662966389,22.305919522613,19,94.7138652030092,0.37258506321919,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","B48",7608,3,14,"3 14",3,14,22
"GBP23031403M_16S_B48","Shannon diversity",2.77158496793116,2.78035683804334,0.0340763620805415,2.71356839564133,2.84714528044535,0.996845056004267,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","B48",7608,3,14,"3 14",3,14,22
"GBP23031403M_16S_B48","Simpson diversity",2.265931224557,2.26637364138956,0.0221253382961747,2.22300877518329,2.30973850759583,0.999804790867455,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","B48",7608,3,14,"3 14",3,14,22
"GBP23031404M_16S_B96","Species richness",51,104.998666040859,34.8950324871965,51,173.391672955119,0.485720456488029,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","B96",45839,3,14,"3 14",3,14,22
"GBP23031404M_16S_B96","Shannon diversity",3.14729906902154,3.15099960861012,0.012454525681743,3.12658918682938,3.17541003039087,0.998825598207482,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","B96",45839,3,14,"3 14",3,14,22
"GBP23031404M_16S_B96","Simpson diversity",2.62980636046909,2.62991224603496,0.00767626453319584,2.61486704401409,2.64495744805582,0.999959737985163,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","B96",45839,3,14,"3 14",3,14,22
"GBP23031405M_16S_B48","Species richness",33,64.9970298867644,20.9617573735947,33,106.081319391677,0.50771550726997,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","B48",12414,3,14,"3 14",3,14,22
"GBP23031405M_16S_B48","Shannon diversity",3.18283954655084,3.19239855728953,0.0345950837272544,3.12459343914197,3.2602036754371,0.997005696322952,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","B48",12414,3,14,"3 14",3,14,22
"GBP23031405M_16S_B48","Simpson diversity",2.33757812814968,2.33786839842129,0.0265079918689148,2.28591368905574,2.38982310778685,0.999875839772756,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","B48",12414,3,14,"3 14",3,14,22
"GBP23031601M_16S_B96","Species richness",48,61.9993894195124,12.3967853291432,48,86.2966421887077,0.774201172776283,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","B96",25928,3,16,"3 16",3,16,26
"GBP23031601M_16S_B96","Shannon diversity",4.81274596509695,4.81977558217507,0.0297705651618628,4.76142634665842,4.87812481769173,0.99854150531321,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","B96",25928,3,16,"3 16",3,16,26
"GBP23031601M_16S_B96","Simpson diversity",3.71606185671693,3.71650211533679,0.0206788883696659,3.67597223889192,3.75703199178166,0.99988153952125,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","B96",25928,3,16,"3 16",3,16,26
"GBP23040101M_16S_B96","Species richness",83,125.248954725383,18.5227504560019,88.9450309369969,161.55287851377,0.662680181099978,23,"p04","s01","01M","#22A884FF","#000004FF","sample","B96",45612,4,1,"4 1",4,1,34
"GBP23040101M_16S_B96","Shannon diversity",5.25529232527825,5.26375335784626,0.0309594794991509,5.20307389304782,5.3244328226447,0.998392585671706,23,"p04","s01","01M","#22A884FF","#000004FF","sample","B96",45612,4,1,"4 1",4,1,34
"GBP23040101M_16S_B96","Simpson diversity",3.87849738488216,3.87877361734,0.0202645462755422,3.8390558364769,3.91849139820311,0.999928783557614,23,"p04","s01","01M","#22A884FF","#000004FF","sample","B96",45612,4,1,"4 1",4,1,34
"GBP23040201M_16S_B96","Species richness",65,117.898188170017,28.4642363809133,65,173.687066324042,0.551323145918625,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","B96",33737,4,2,"4 2",4,2,23
"GBP23040201M_16S_B96","Shannon diversity",4.73308569683459,4.74240078288517,0.0281139466569577,4.68729845997425,4.79750310579609,0.998035786835183,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","B96",33737,4,2,"4 2",4,2,23
"GBP23040201M_16S_B96","Simpson diversity",3.51065776121742,3.51095967991074,0.0205396581345581,3.47070268971224,3.55121667010924,0.999914006789925,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","B96",33737,4,2,"4 2",4,2,23
"GBP23040202M_16S_B96","Species richness",56,80.9993084370678,11.8728477475647,57.7289544579134,104.269662416222,0.691363927427961,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","B96",45670,4,2,"4 2",4,2,23
"GBP23040202M_16S_B96","Shannon diversity",4.13228449304843,4.13725589914909,0.0195047435081784,4.09902730434536,4.17548449395281,0.998798380805578,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","B96",45670,4,2,"4 2",4,2,23
"GBP23040202M_16S_B96","Simpson diversity",3.46447317365003,3.46470938165924,0.0153800900455712,3.43456495909094,3.49485380422755,0.999931824582325,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","B96",45670,4,2,"4 2",4,2,23
"GBP23040203M_16S_B96","Species richness",54,114.067400716489,36.4358267683825,54,185.480308929459,0.47340431762985,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","B96",17696,4,2,"4 2",4,2,23
"GBP23040203M_16S_B96","Shannon diversity",5.60394385122422,5.6252137681202,0.0386846388468431,5.54939326922544,5.70103426701495,0.99621882513754,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","B96",17696,4,2,"4 2",4,2,23
"GBP23040203M_16S_B96","Simpson diversity",4.66873008635163,4.66987891792714,0.0303210901123264,4.61045067333499,4.7293071625193,0.999753991142875,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","B96",17696,4,2,"4 2",4,2,23
"GBP23040301M_16S_B96","Species richness",28,30.6665719764221,4.05642586928201,28,38.6170205861714,0.913046297497082,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","B96",34045,4,3,"4 3",4,3,24
"GBP23040301M_16S_B96","Shannon diversity",3.08525085704,3.08699776121022,0.0159346905349397,3.05576634165694,3.11822918076349,0.999434109025872,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","B96",34045,4,3,"4 3",4,3,24
"GBP23040301M_16S_B96","Simpson diversity",2.63888754077183,2.6390411252191,0.0132237441515546,2.61312306294128,2.66495918749692,0.999941802935242,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","B96",34045,4,3,"4 3",4,3,24
"GBP23040401M_16S_B96","Species richness",35,49.0825597788275,18.3315930450384,35,85.0118219263477,0.713084243318088,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","B96",22764,4,4,"4 4",4,4,18
"GBP23040401M_16S_B96","Shannon diversity",2.93681744144829,2.94109843294091,0.0279912847285373,2.88623652299197,2.99596034288985,0.998544424272009,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","B96",22764,4,4,"4 4",4,4,18
"GBP23040401M_16S_B96","Simpson diversity",1.98764404685566,1.98775188488454,0.0161476439731484,1.956103084262,2.01940068550709,0.999945748747766,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","B96",22764,4,4,"4 4",4,4,18
"GBP23040402M_16S_B48","Species richness",25,31.3996499288918,9.6595784247585,25,50.3320757472586,0.796187220450401,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","B48",31025,4,4,"4 4",4,4,18
"GBP23040402M_16S_B48","Shannon diversity",4.25052900895251,4.25447255279466,0.0228596189448257,4.20966852296249,4.29927658262683,0.999073082786828,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","B48",31025,4,4,"4 4",4,4,18
"GBP23040402M_16S_B48","Simpson diversity",3.60279478068735,3.60330780900958,0.0209261900708296,3.56229323013712,3.64432238788205,0.999857622953846,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","B48",31025,4,4,"4 4",4,4,18
"GBP23040403M_16S_B48","Species richness",44,65.1245861819037,25.0590347178056,44,114.239391716141,0.67562809346843,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","B48",63276,4,4,"4 4",4,4,18
"GBP23040403M_16S_B48","Shannon diversity",3.98143232573431,3.98404838633165,0.0161989071932005,3.95229911164407,4.01579766101923,0.999343366258724,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","B48",63276,4,4,"4 4",4,4,18
"GBP23040403M_16S_B48","Simpson diversity",3.29734272618675,3.29749112509075,0.0115583334257663,3.27483720785494,3.32014504232655,0.999954996420499,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","B48",63276,4,4,"4 4",4,4,18
"GBP23040701M_16S_B96","Species richness",49,65.33232160555,13.4096688155024,49,91.6147895285447,0.750011614401858,23,"p04","s07","01M","#22A884FF","#932667FF","sample","B96",20527,4,7,"4 7",4,7,10
"GBP23040701M_16S_B96","Shannon diversity",5.04334718173645,5.0542681900576,0.0374569232229583,4.98085396956892,5.12768241054628,0.997839250330515,23,"p04","s07","01M","#22A884FF","#932667FF","sample","B96",20527,4,7,"4 7",4,7,10
"GBP23040701M_16S_B96","Simpson diversity",4.13310636634042,4.13390869401476,0.0288720773452778,4.07732046225916,4.19049692577036,0.999805915482481,23,"p04","s07","01M","#22A884FF","#932667FF","sample","B96",20527,4,7,"4 7",4,7,10
"GBP23040702M_16S_B48","Species richness",65,76.2496968880507,19.6181483469556,65,114.700561091448,0.852462405134969,23,"p04","s07","02M","#22A884FF","#932667FF","sample","B48",45060,4,7,"4 7",4,7,10
"GBP23040702M_16S_B48","Shannon diversity",4.73817885800177,4.74345063506781,0.0262701305320961,4.69196212535574,4.79493914477988,0.998888619810425,23,"p04","s07","02M","#22A884FF","#932667FF","sample","B48",45060,4,7,"4 7",4,7,10
"GBP23040702M_16S_B48","Simpson diversity",3.5221921866044,3.52243156391131,0.0154784735867416,3.49209431314564,3.55276881467698,0.999932042027627,23,"p04","s07","02M","#22A884FF","#932667FF","sample","B48",45060,4,7,"4 7",4,7,10
"GBP23041101M_16S_B48","Species richness",115,154.382112390311,14.2115907687267,126.527906320585,182.236318460037,0.744904951871987,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","B48",16974,4,11,"4 11",4,11,9
"GBP23041101M_16S_B48","Shannon diversity",5.24470913063354,5.27235631104246,0.0701649006993569,5.13483563269289,5.40987698939203,0.9947562003063,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","B48",16974,4,11,"4 11",4,11,9
"GBP23041101M_16S_B48","Simpson diversity",3.15986118727997,3.16029501202491,0.0292147297551563,3.10303519388673,3.21755483016309,0.999862726503923,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","B48",16974,4,11,"4 11",4,11,9
"GBP23041102M_16S_B48","Species richness",58,80.2217883808607,17.5049732167646,58,114.530905436058,0.722995599707145,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","B48",60180,4,11,"4 11",4,11,9
"GBP23041102M_16S_B48","Shannon diversity",3.01498235035678,3.01754261014568,0.0100605275588922,2.99782433846478,3.03726088182658,0.999151541462814,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","B48",60180,4,11,"4 11",4,11,9
"GBP23041102M_16S_B48","Simpson diversity",2.71583341871336,2.71592439846471,0.00746417594980894,2.70129488242882,2.73055391450061,0.999966501368224,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","B48",60180,4,11,"4 11",4,11,9
"GBP23041103M_16S_B96","Species richness",26,29.999824684432,5.06673127739597,26,39.9304355074707,0.866671731368229,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","B96",26853,4,11,"4 11",4,11,9
"GBP23041103M_16S_B96","Shannon diversity",2.11131211577873,2.11274750972973,0.00932684377231416,2.09446723184656,2.13102778761289,0.999320603174593,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","B96",26853,4,11,"4 11",4,11,9
"GBP23041103M_16S_B96","Simpson diversity",2.00872299304431,2.00881180894001,0.00346770826849479,2.00201522562487,2.01560839225515,0.999955786851062,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","B96",26853,4,11,"4 11",4,11,9
"GBP23041104M_16S_B48","Species richness",22,42.1581431389124,25.2279825921955,22,91.6040804222189,0.521844615582554,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","B48",2676,4,11,"4 11",4,11,9
"GBP23041104M_16S_B48","Shannon diversity",3.09563260324915,3.12349740574588,0.0751822756106501,2.97614285327324,3.27085195821852,0.991078973702534,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","B48",2676,4,11,"4 11",4,11,9
"GBP23041104M_16S_B48","Simpson diversity",2.35196179019395,2.35330706767222,0.0541781482558215,2.24711984834174,2.4594942870027,0.999428345966087,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","B48",2676,4,11,"4 11",4,11,9
"GBP23041105M_16S_B96","Species richness",37,79.2476705078017,41.985942213897,37,161.53860510402,0.466890695498203,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","B96",20399,4,11,"4 11",4,11,9
"GBP23041105M_16S_B96","Shannon diversity",2.52120660783669,2.5260683695699,0.0171374674824304,2.49247955051811,2.55965718862169,0.998075364154125,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","B96",20399,4,11,"4 11",4,11,9
"GBP23041105M_16S_B96","Simpson diversity",2.14518303324676,2.14531849764599,0.00723883601919368,2.13113063975838,2.1595063555336,0.999936855809815,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","B96",20399,4,11,"4 11",4,11,9
"GBP23041301M_16S_B96","Species richness",44,51.9997130971166,10.4271712798573,44,72.4365932662674,0.846158514717647,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","B96",34425,4,13,"4 13",4,13,37
"GBP23041301M_16S_B96","Shannon diversity",5.62385532395565,5.62958827132689,0.0282663367323727,5.57418726935656,5.68498927329723,0.998981640025,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","B96",34425,4,13,"4 13",4,13,37
"GBP23041301M_16S_B96","Simpson diversity",4.74835838736935,4.74899680296299,0.025372732841328,4.69926716040463,4.79872644552135,0.999865568325243,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","B96",34425,4,13,"4 13",4,13,37
"GBP23041302M_16S_B48","Species richness",42,58.3327395666715,16.8517951850599,42,91.3616512042343,0.720007328851682,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","B48",32475,4,13,"4 13",4,13,37
"GBP23041302M_16S_B48","Shannon diversity",3.18678571585926,3.19041459904353,0.0174740380476234,3.15616611380571,3.22466308428136,0.998862566894796,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","B48",32475,4,13,"4 13",4,13,37
"GBP23041302M_16S_B48","Simpson diversity",2.59576370055176,2.59591429733822,0.0116605335021537,2.57306007163347,2.61876852304296,0.999941986996022,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","B48",32475,4,13,"4 13",4,13,37
"GBP23041401M_16S_B96","Species richness",34,62.1649382261496,36.0197222985003,34,132.762296664344,0.546932096615484,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","B96",19357,4,14,"4 14",4,14,27
"GBP23041401M_16S_B96","Shannon diversity",4.28736455739153,4.29535711115972,0.0346066253093489,4.22752937192693,4.36318485039252,0.99813925744441,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","B96",19357,4,14,"4 14",4,14,27
"GBP23041401M_16S_B96","Simpson diversity",3.18929410212486,3.18972265327504,0.027203064792654,3.13640562601233,3.24303968053775,0.999865646265597,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","B96",19357,4,14,"4 14",4,14,27
"GBP23041402M_16S_B96","Species richness",42,79.4987866826285,33.883308055169,42,145.908850147836,0.52830994978163,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","B96",37545,4,14,"4 14",4,14,27
"GBP23041402M_16S_B96","Shannon diversity",4.10961908499172,4.11464222224194,0.0198393821459258,4.0757577477604,4.15352669672348,0.998779204368471,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","B96",37545,4,14,"4 14",4,14,27
"GBP23041402M_16S_B96","Simpson diversity",3.47686730567484,3.47714597095579,0.0159752057385607,3.4458351430626,3.50845679884899,0.999919858043558,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","B96",37545,4,14,"4 14",4,14,27
"GBP23041403M_16S_B96","Species richness",51,77.9992726684985,20.9305946785553,51,119.022484413473,0.653852250863326,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","B96",41838,4,14,"4 14",4,14,27
"GBP23041403M_16S_B96","Shannon diversity",3.80873489241692,3.81292194869062,0.0237232162754732,3.76642529919324,3.859418598188,0.998901877266295,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","B96",41838,4,14,"4 14",4,14,27
"GBP23041403M_16S_B96","Simpson diversity",2.84891657503075,2.84905848046023,0.0158038544178189,2.81808349498439,2.88003346593607,0.99995019216683,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","B96",41838,4,14,"4 14",4,14,27
"GBP23041404M_16S_B96","Species richness",62,89.5614713565964,20.3388061310413,62,129.42479886198,0.692261963329543,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","B96",35216,4,14,"4 14",4,14,27
"GBP23041404M_16S_B96","Shannon diversity",5.37164465051845,5.38121717817521,0.0347952884643616,5.31301966595338,5.44941469039705,0.998221122222015,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","B96",35216,4,14,"4 14",4,14,27
"GBP23041404M_16S_B96","Simpson diversity",4.10218638770103,4.10266139032544,0.025495008857548,4.05269209117911,4.15263068947176,0.999884220855875,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","B96",35216,4,14,"4 14",4,14,27
"GBP23041405M_16S_B96","Species richness",69,94.7852353445325,17.5093760165627,69,129.102981728765,0.727961477852469,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","B96",62174,4,14,"4 14",4,14,27
"GBP23041405M_16S_B96","Shannon diversity",5.13823514487464,5.14300932211061,0.0209540862692587,5.10194006769392,5.1840785765273,0.999071715228001,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","B96",62174,4,14,"4 14",4,14,27
"GBP23041405M_16S_B96","Simpson diversity",4.04739657065109,4.0476256787274,0.0162575248209818,4.01576151560051,4.07948984185429,0.999943396920938,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","B96",62174,4,14,"4 14",4,14,27
"GBP23041406M_16S_B96","Species richness",41,73.6651795875632,26.4804027709999,41,125.565815314838,0.556572321272424,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","B96",28992,4,14,"4 14",4,14,27
"GBP23041406M_16S_B96","Shannon diversity",4.99470802077665,5.00279758981969,0.0317417407904857,4.94058492106373,5.06501025857565,0.998382990937011,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","B96",28992,4,14,"4 14",4,14,27
"GBP23041406M_16S_B96","Simpson diversity",3.9465484214026,3.94707788767407,0.0272064013244628,3.89375432092918,4.00040145441896,0.999865858671518,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","B96",28992,4,14,"4 14",4,14,27
"GBP23050301M_16S_B96","Species richness",57,85.8989653073646,16.7347486454192,57,118.698469942717,0.663570274636511,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","B96",32960,5,3,"5 3",5,3,23
