"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","is.neg","period_num","site_num","j","Periodo","Sitio","n_plants"
"GBP23021604M_ITS_F96","Shannon diversity",125.30310957579,125.824476174698,1.06590480721032,123.735341141618,127.913611207779,0.995856397620251,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","F96",96325,FALSE,2,16,"2 16",2,16,12
"GBP23021604M_ITS_F96","Simpson diversity",38.1457913054532,38.1862608882689,0.690310494777397,36.8332771803552,39.5392445961827,0.998940205668887,23,"p02","s16","04M","#414487FF","#FCFFA4FF","sample","F96",96325,FALSE,2,16,"2 16",2,16,12
"GBP23021605M_ITS_F96","Species richness",5,5,0.612893143256233,5,6.20124848715376,1,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","F96",20,FALSE,2,16,"2 16",2,16,12
"GBP23021605M_ITS_F96","Shannon diversity",4.42733746647778,4.92305923663988,0.672653988119916,3.60468164586761,6.24143682741215,0.899306153687388,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","F96",20,FALSE,2,16,"2 16",2,16,12
"GBP23021605M_ITS_F96","Simpson diversity",3.92156862745098,4.63414634146342,0.941082899820715,2.7896577513483,6.47863493157854,0.846233230134158,23,"p02","s16","05M","#414487FF","#FCFFA4FF","sample","F96",20,FALSE,2,16,"2 16",2,16,12
"GBP23030101M_ITS_F96","Species richness",92,92,0.112253605694181,92,92.2200130242954,1,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","F96",45490,FALSE,3,1,"3 1",3,1,22
"GBP23030101M_ITS_F96","Shannon diversity",38.1066680149595,38.1538080242394,0.241261396687383,37.6809443758723,38.6266716726065,0.998764474328488,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","F96",45490,FALSE,3,1,"3 1",3,1,22
"GBP23030101M_ITS_F96","Simpson diversity",18.4207426593538,18.4294355479368,0.234444946907698,17.9699318956404,18.8889392002333,0.99952831498499,23,"p03","s01","01M","#2A788EFF","#000004FF","sample","F96",45490,FALSE,3,1,"3 1",3,1,22
"GBP23030102M_ITS_F96","Species richness",6,6,0.669879359929591,6,7.31293941944874,1,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","F96",47,FALSE,3,1,"3 1",3,1,22
"GBP23030102M_ITS_F96","Shannon diversity",3.97311011341899,4.20202444692341,0.540963789132216,3.14175490328394,5.26229399056287,0.945522845857781,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","F96",47,FALSE,3,1,"3 1",3,1,22
"GBP23030102M_ITS_F96","Simpson diversity",3.03017832647462,3.17008797653958,0.555906351529127,2.08053154876543,4.25964440431373,0.955865688554901,23,"p03","s01","02M","#2A788EFF","#000004FF","sample","F96",47,FALSE,3,1,"3 1",3,1,22
"GBP23030201M_ITS_F96","Species richness",21,21,1.04099238557564,21,23.0403075839087,1,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","F96",2052,FALSE,3,2,"3 2",3,2,14
"GBP23030201M_ITS_F96","Shannon diversity",2.45158530941377,2.46382882236899,0.0947712439449248,2.27808059746687,2.6495770472711,0.995030696595453,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","F96",2052,FALSE,3,2,"3 2",3,2,14
"GBP23030201M_ITS_F96","Simpson diversity",1.44421891109695,1.44453177717842,0.029313234941628,1.38707889242247,1.50198466193437,0.999783413500198,23,"p03","s02","01M","#2A788EFF","#0C0826FF","sample","F96",2052,FALSE,3,2,"3 2",3,2,14
"GBP23030501M_ITS_F96","Species richness",58,58,1.12071171714835,58,60.1965546026628,1,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","F96",4817,FALSE,3,5,"3 5",3,5,13
"GBP23030501M_ITS_F96","Shannon diversity",32.7870742307036,32.988283815826,0.414916249264098,32.1750629106679,33.801504720984,0.993900574329793,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","F96",4817,FALSE,3,5,"3 5",3,5,13
"GBP23030501M_ITS_F96","Simpson diversity",23.5809050430619,23.6944296912494,0.476760242829856,22.7599967860423,24.6288625964565,0.995208804361751,23,"p03","s05","01M","#2A788EFF","#5D126EFF","sample","F96",4817,FALSE,3,5,"3 5",3,5,13
"GBP23031301M_ITS_F96","Species richness",33,33,2.07902686591847,33,37.0748177800914,1,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","F96",13188,FALSE,3,13,"3 13",3,13,22
"GBP23031301M_ITS_F96","Shannon diversity",5.99618441740854,6.00368261123887,0.0555157793537875,5.89487368313178,6.11249153934597,0.998751067583704,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","F96",13188,FALSE,3,13,"3 13",3,13,22
"GBP23031301M_ITS_F96","Simpson diversity",4.86120275225096,4.86262654742865,0.0359200169398278,4.79222460790252,4.93302848695478,0.999707196272672,23,"p03","s13","01M","#2A788EFF","#FCA50AFF","sample","F96",13188,FALSE,3,13,"3 13",3,13,22
"GBP23031401M_ITS_F96","Species richness",5,5,0,5,5,1,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","F96",101,FALSE,3,14,"3 14",3,14,22
"GBP23031401M_ITS_F96","Shannon diversity",3.02679133882984,3.08871212134031,0.298795102571022,2.50308448154415,3.67433976113646,0.979952556250661,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","F96",101,FALSE,3,14,"3 14",3,14,22
"GBP23031401M_ITS_F96","Simpson diversity",2.20657581656933,2.23352498894295,0.278127899009059,1.6884043237894,2.7786456540965,0.987934241834306,23,"p03","s14","01M","#2A788EFF","#FAC62DFF","sample","F96",101,FALSE,3,14,"3 14",3,14,22
"GBP23031402M_ITS_F96","Species richness",58,58,0.900816583737766,58,59.7655680608024,1,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","F96",28526,FALSE,3,14,"3 14",3,14,22
"GBP23031402M_ITS_F96","Shannon diversity",2.34044637827062,2.34281299484587,0.0227021294340353,2.29831763878279,2.38730835090894,0.99898983974374,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","F96",28526,FALSE,3,14,"3 14",3,14,22
"GBP23031402M_ITS_F96","Simpson diversity",1.37543695019986,1.37545506302533,0.00604739378571076,1.363602389005,1.38730773704565,0.99998683139424,23,"p03","s14","02M","#2A788EFF","#FAC62DFF","sample","F96",28526,FALSE,3,14,"3 14",3,14,22
"GBP23031403M_ITS_F48","Species richness",26,26,1.02403080779231,26,28.0070635023324,1,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","F48",10424,FALSE,3,14,"3 14",3,14,22
"GBP23031403M_ITS_F48","Shannon diversity",2.35144874369815,2.35433001886462,0.0285733992663357,2.29832718538672,2.41033285234252,0.99877618042357,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","F48",10424,FALSE,3,14,"3 14",3,14,22
"GBP23031403M_ITS_F48","Simpson diversity",1.72121276020368,1.7213318666516,0.0143211998986349,1.69326283063488,1.74940090266833,0.999930805645192,23,"p03","s14","03M","#2A788EFF","#FAC62DFF","sample","F48",10424,FALSE,3,14,"3 14",3,14,22
"GBP23031404M_ITS_F96","Species richness",2,2,0,2,2,1,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","F96",11,FALSE,3,14,"3 14",3,14,22
"GBP23031404M_ITS_F96","Shannon diversity",1.99174121480513,2.08870448792115,0.120667607974792,1.85220032218996,2.32520865365234,0.953577313747946,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","F96",11,FALSE,3,14,"3 14",3,14,22
"GBP23031404M_ITS_F96","Simpson diversity",1.98360655737705,2.2,0.223241194556185,1.76245529880418,2.63754470119582,0.901639344262294,23,"p03","s14","04M","#2A788EFF","#FAC62DFF","sample","F96",11,FALSE,3,14,"3 14",3,14,22
"GBP23031405M_ITS_F48","Species richness",81,81,0.516059458600489,81,82.0114579527382,1,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","F48",15723,FALSE,3,14,"3 14",3,14,22
"GBP23031405M_ITS_F48","Shannon diversity",30.4576395146888,30.6375945843002,0.531491638928475,29.5958901139162,31.6792990546841,0.994126331650606,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","F48",15723,FALSE,3,14,"3 14",3,14,22
"GBP23031405M_ITS_F48","Simpson diversity",17.9100523185534,17.9542971603377,0.353911356138008,17.2606436485875,18.647950672088,0.997535696252033,23,"p03","s14","05M","#2A788EFF","#FAC62DFF","sample","F48",15723,FALSE,3,14,"3 14",3,14,22
"GBP23031601M_ITS_F96","Species richness",3,3,0.369766686189002,3,3.72472938761317,1,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","F96",103,FALSE,3,16,"3 16",3,16,26
"GBP23031601M_ITS_F96","Shannon diversity",1.3350810411419,1.34885741866014,0.111913273232582,1.12951143373229,1.56820340358799,0.989786631761332,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","F96",103,FALSE,3,16,"3 16",3,16,26
"GBP23031601M_ITS_F96","Simpson diversity",1.14753921038399,1.14920148763946,0.0640288331100089,1.02370728077172,1.27469569450721,0.9985535371531,23,"p03","s16","01M","#2A788EFF","#FCFFA4FF","sample","F96",103,FALSE,3,16,"3 16",3,16,26
"GBP23040101M_ITS_F96","Species richness",1,1,0,1,1,1,23,"p04","s01","01M","#22A884FF","#000004FF","sample","F96",4,FALSE,4,1,"4 1",4,1,34
"GBP23040101M_ITS_F96","Shannon diversity",1,1,0,1,1,1,23,"p04","s01","01M","#22A884FF","#000004FF","sample","F96",4,FALSE,4,1,"4 1",4,1,34
"GBP23040101M_ITS_F96","Simpson diversity",1,1,0,1,1,1,23,"p04","s01","01M","#22A884FF","#000004FF","sample","F96",4,FALSE,4,1,"4 1",4,1,34
"GBP23040201M_ITS_F96","Species richness",30,30,1.14893327095633,30,32.2518678317142,1,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","F96",450,FALSE,4,2,"4 2",4,2,23
"GBP23040201M_ITS_F96","Shannon diversity",17.6192314444096,18.2100857187239,0.831994118980797,16.5794072101724,19.8407642272754,0.967553460019863,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","F96",450,FALSE,4,2,"4 2",4,2,23
"GBP23040201M_ITS_F96","Simpson diversity",10.0746268656716,10.2824427480916,0.833400747271843,8.64900729875002,11.9158781974332,0.979789249742379,23,"p04","s02","01M","#22A884FF","#0C0826FF","sample","F96",450,FALSE,4,2,"4 2",4,2,23
"GBP23040202M_ITS_F96","Species richness",441,441,1.47352110959241,441,443.888048305261,1,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","F96",196718,FALSE,4,2,"4 2",4,2,23
"GBP23040202M_ITS_F96","Shannon diversity",150.958339298372,151.759395435545,1.22926019578142,149.350089724185,154.168701146905,0.994721538426837,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","F96",196718,FALSE,4,2,"4 2",4,2,23
"GBP23040202M_ITS_F96","Simpson diversity",60.1011243138119,60.1861443625699,0.754174000156932,58.7079904841858,61.664298240954,0.998587381702907,23,"p04","s02","02M","#22A884FF","#0C0826FF","sample","F96",196718,FALSE,4,2,"4 2",4,2,23
"GBP23040203M_ITS_F96","Species richness",9,9,0,9,9,1,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","F96",1318,FALSE,4,2,"4 2",4,2,23
"GBP23040203M_ITS_F96","Shannon diversity",3.61355175704906,3.62464470985093,0.0986761925378062,3.43124292634529,3.81804649335657,0.996939575133605,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","F96",1318,FALSE,4,2,"4 2",4,2,23
"GBP23040203M_ITS_F96","Simpson diversity",2.80468997229416,2.80853852302255,0.0616519515753692,2.68770291835822,2.92937412768689,0.998629696300462,23,"p04","s02","03M","#22A884FF","#0C0826FF","sample","F96",1318,FALSE,4,2,"4 2",4,2,23
"GBP23040301M_ITS_F96","Species richness",33,33,1.04923622364852,33,35.0564652096259,1,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","F96",21811,FALSE,4,3,"4 3",4,3,24
"GBP23040301M_ITS_F96","Shannon diversity",3.84887055928844,3.85174466265421,0.0362047617467144,3.78078463356179,3.92270469174662,0.99925381778454,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","F96",21811,FALSE,4,3,"4 3",4,3,24
"GBP23040301M_ITS_F96","Simpson diversity",2.47812621272148,2.47829417382105,0.0219271726140738,2.43531770521467,2.52127064242743,0.999932227133753,23,"p04","s03","01M","#22A884FF","#240C4FFF","sample","F96",21811,FALSE,4,3,"4 3",4,3,24
"GBP23040401M_ITS_F96","Species richness",6,6,0.946761848421801,6,7.8556191248433,1,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","F96",248,FALSE,4,4,"4 4",4,4,18
"GBP23040401M_ITS_F96","Shannon diversity",1.94154903130283,1.96223204383171,0.128390602531409,1.71059108691675,2.21387300074667,0.98945944614762,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","F96",248,FALSE,4,4,"4 4",4,4,18
"GBP23040401M_ITS_F96","Simpson diversity",1.4878320189656,1.49077634460939,0.0797783689900846,1.33441361464348,1.6471390745753,0.998024971583137,23,"p04","s04","01M","#22A884FF","#420A68FF","sample","F96",248,FALSE,4,4,"4 4",4,4,18
"GBP23040402M_ITS_F48","Species richness",1,1,0,1,1,1,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","F48",2,FALSE,4,4,"4 4",4,4,18
"GBP23040402M_ITS_F48","Shannon diversity",1,1,0,1,1,1,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","F48",2,FALSE,4,4,"4 4",4,4,18
"GBP23040402M_ITS_F48","Simpson diversity",1,1,0,1,1,1,23,"p04","s04","02M","#22A884FF","#420A68FF","sample","F48",2,FALSE,4,4,"4 4",4,4,18
"GBP23040403M_ITS_F48","Species richness",78,78,0.560366904665151,78,79.0982989512719,1,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","F48",36929,FALSE,4,4,"4 4",4,4,18
"GBP23040403M_ITS_F48","Shannon diversity",6.81644062264052,6.82362577467211,0.0692412689351871,6.68791538131529,6.95933616802893,0.998947018451941,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","F48",36929,FALSE,4,4,"4 4",4,4,18
"GBP23040403M_ITS_F48","Simpson diversity",3.24869395982872,3.24889191581494,0.0258181036833777,3.1982893624464,3.29949446918348,0.999939069691654,23,"p04","s04","03M","#22A884FF","#420A68FF","sample","F48",36929,FALSE,4,4,"4 4",4,4,18
"GBP23040701M_ITS_F96","Species richness",49,49,1.12624261359682,49,51.207394960504,1,23,"p04","s07","01M","#22A884FF","#932667FF","sample","F96",26995,FALSE,4,7,"4 7",4,7,10
"GBP23040701M_ITS_F96","Shannon diversity",16.8757695898004,16.895758046823,0.118380782477146,16.6637359767061,17.1277801169399,0.998816954115513,23,"p04","s07","01M","#22A884FF","#932667FF","sample","F96",26995,FALSE,4,7,"4 7",4,7,10
"GBP23040701M_ITS_F96","Simpson diversity",13.5973386820331,13.6056823383673,0.105257479038974,13.3993814703475,13.8119832063872,0.999386752084409,23,"p04","s07","01M","#22A884FF","#932667FF","sample","F96",26995,FALSE,4,7,"4 7",4,7,10
"GBP23040702M_ITS_F48","Species richness",1,1,0,1,1,1,23,"p04","s07","02M","#22A884FF","#932667FF","sample","F48",6,FALSE,4,7,"4 7",4,7,10
"GBP23040702M_ITS_F48","Shannon diversity",1,1,0,1,1,1,23,"p04","s07","02M","#22A884FF","#932667FF","sample","F48",6,FALSE,4,7,"4 7",4,7,10
"GBP23040702M_ITS_F48","Simpson diversity",1,1,0,1,1,1,23,"p04","s07","02M","#22A884FF","#932667FF","sample","F48",6,FALSE,4,7,"4 7",4,7,10
"GBP23041101M_ITS_F48","Species richness",15,15,2.14004356521543,15,19.1944083131689,1,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","F48",138,FALSE,4,11,"4 11",4,11,9
"GBP23041101M_ITS_F48","Shannon diversity",8.23734032742489,8.6878918782132,0.729403058062779,7.25828815419677,10.1174956022296,0.948140290290886,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","F48",138,FALSE,4,11,"4 11",4,11,9
"GBP23041101M_ITS_F48","Simpson diversity",5.75,5.95652173913042,0.618321221381973,4.74463441434494,7.16840906391591,0.965328467153287,23,"p04","s11","01M","#22A884FF","#ED6925FF","sample","F48",138,FALSE,4,11,"4 11",4,11,9
"GBP23041102M_ITS_F48","Species richness",43,43,1.15763078276601,43,45.2689146416163,1,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","F48",25311,FALSE,4,11,"4 11",4,11,9
"GBP23041102M_ITS_F48","Shannon diversity",14.4544560481436,14.4675168926257,0.0889599037430994,14.293158685221,14.6418751000303,0.99909722970576,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","F48",25311,FALSE,4,11,"4 11",4,11,9
"GBP23041102M_ITS_F48","Simpson diversity",10.6097993429489,10.614117149155,0.0964014987391427,10.4251736835706,10.8030606147394,0.999593201568682,23,"p04","s11","02M","#22A884FF","#ED6925FF","sample","F48",25311,FALSE,4,11,"4 11",4,11,9
"GBP23041103M_ITS_F96","Species richness",28,28,1.25760557756709,28,30.4648616387882,1,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","F96",876,FALSE,4,11,"4 11",4,11,9
"GBP23041103M_ITS_F96","Shannon diversity",8.45359263957315,8.58823120601303,0.461749778688636,7.68321826991396,9.4932441421121,0.98432289918492,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","F96",876,FALSE,4,11,"4 11",4,11,9
"GBP23041103M_ITS_F96","Simpson diversity",3.84834807727027,3.86091634429399,0.228929071756507,3.41222360863705,4.30960907995093,0.996744745054552,23,"p04","s11","03M","#22A884FF","#ED6925FF","sample","F96",876,FALSE,4,11,"4 11",4,11,9
"GBP23041104M_ITS_F48","Species richness",4,4,0.442902568470494,4,4.86807308286245,1,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","F48",1185,FALSE,4,11,"4 11",4,11,9
"GBP23041104M_ITS_F48","Shannon diversity",1.09471096300877,1.09616657176202,0.0151246066850719,1.06652288737894,1.12581025614509,0.998672091641227,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","F48",1185,FALSE,4,11,"4 11",4,11,9
"GBP23041104M_ITS_F48","Simpson diversity",1.0309484601023,1.03097540866759,0.00584089186238845,1.01952747097972,1.04242334635547,0.999973861097884,23,"p04","s11","04M","#22A884FF","#ED6925FF","sample","F48",1185,FALSE,4,11,"4 11",4,11,9
"GBP23041105M_ITS_F96","Species richness",16,16,1.18814225023865,16,18.3287160189781,1,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","F96",1826,FALSE,4,11,"4 11",4,11,9
"GBP23041105M_ITS_F96","Shannon diversity",1.87174504785868,1.87969751880843,0.066991496696183,1.74839659801347,2.01099843960338,0.995769281562498,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","F96",1826,FALSE,4,11,"4 11",4,11,9
"GBP23041105M_ITS_F96","Simpson diversity",1.31764358122794,1.31787295869983,0.0248990755384982,1.26907166739603,1.36667425000363,0.999825948722614,23,"p04","s11","05M","#22A884FF","#ED6925FF","sample","F96",1826,FALSE,4,11,"4 11",4,11,9
"GBP23041301M_ITS_F96","Species richness",21,21,3.07005579005209,21,27.0171987790308,1,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","F96",5062,FALSE,4,13,"4 13",4,13,37
"GBP23041301M_ITS_F96","Shannon diversity",2.55345565599069,2.55869071529262,0.0378001800198336,2.48460372384462,2.63277770674063,0.997954008559675,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","F96",5062,FALSE,4,13,"4 13",4,13,37
"GBP23041301M_ITS_F96","Simpson diversity",2.10676177299257,2.10722258971051,0.0165127089445766,2.07485827489195,2.13958690452907,0.999781315595139,23,"p04","s13","01M","#22A884FF","#FCA50AFF","sample","F96",5062,FALSE,4,13,"4 13",4,13,37
"GBP23041302M_ITS_F48","Species richness",1,1,0,1,1,1,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","F48",1,FALSE,4,13,"4 13",4,13,37
"GBP23041302M_ITS_F48","Shannon diversity",1,1,0,1,1,1,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","F48",1,FALSE,4,13,"4 13",4,13,37
"GBP23041302M_ITS_F48","Simpson diversity",1,Inf,NA,NA,NA,0,23,"p04","s13","02M","#22A884FF","#FCA50AFF","sample","F48",1,FALSE,4,13,"4 13",4,13,37
"GBP23041401M_ITS_F96","Species richness",598,598,2.08822568755581,598,602.092847139201,1,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","F96",310120,FALSE,4,14,"4 14",4,14,27
"GBP23041401M_ITS_F96","Shannon diversity",237.487029902896,238.852635722356,1.56256112518793,235.790072193346,241.915199251367,0.994282642871698,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","F96",310120,FALSE,4,14,"4 14",4,14,27
"GBP23041401M_ITS_F96","Simpson diversity",80.5079770921228,80.6303571430673,0.928739171578703,78.8100618157415,82.4506524703931,0.998482208745183,23,"p04","s14","01M","#22A884FF","#FAC62DFF","sample","F96",310120,FALSE,4,14,"4 14",4,14,27
"GBP23041402M_ITS_F96","Species richness",37,37,1.00311025852728,37,38.9660599792361,1,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","F96",4227,FALSE,4,14,"4 14",4,14,27
"GBP23041402M_ITS_F96","Shannon diversity",8.24040299016374,8.2761523789032,0.176644930598464,7.92993467687864,8.62237008092777,0.995680433720555,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","F96",4227,FALSE,4,14,"4 14",4,14,27
"GBP23041402M_ITS_F96","Simpson diversity",5.15173154699897,5.15679771826456,0.0945722517688094,4.97143951086084,5.34215592566828,0.999017574172505,23,"p04","s14","02M","#22A884FF","#FAC62DFF","sample","F96",4227,FALSE,4,14,"4 14",4,14,27
"GBP23041403M_ITS_F96","Species richness",28,28,0.486806206231937,28,28.9541226316652,1,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","F96",22503,FALSE,4,14,"4 14",4,14,27
"GBP23041403M_ITS_F96","Shannon diversity",10.1801942840891,10.1868067956902,0.059897730608009,10.0694094009428,10.3042041904376,0.999350874937187,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","F96",22503,FALSE,4,14,"4 14",4,14,27
"GBP23041403M_ITS_F96","Simpson diversity",7.95469856116102,7.95732857834637,0.0710924154423383,7.81799000450543,8.09666715218731,0.999669484908225,23,"p04","s14","03M","#22A884FF","#FAC62DFF","sample","F96",22503,FALSE,4,14,"4 14",4,14,27
"GBP23041404M_ITS_F96","Species richness",232,232,1.83677054870735,232,235.60000412333,1,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","F96",104403,FALSE,4,14,"4 14",4,14,27
"GBP23041404M_ITS_F96","Shannon diversity",105.600449110879,105.842587276708,0.596251388647033,104.673956029228,107.011218524189,0.997712280358409,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","F96",104403,FALSE,4,14,"4 14",4,14,27
"GBP23041404M_ITS_F96","Simpson diversity",59.9574214336083,60.0273079915622,0.525092088800687,58.9981464089459,61.0564695741784,0.998835753921137,23,"p04","s14","04M","#22A884FF","#FAC62DFF","sample","F96",104403,FALSE,4,14,"4 14",4,14,27
"GBP23041405M_ITS_F96","Species richness",3,3,0.0484375000000001,3,3.09493575550116,1,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","F96",32,FALSE,4,14,"4 14",4,14,27
"GBP23041405M_ITS_F96","Shannon diversity",2.4117158828471,2.49074711611123,0.303077678251149,1.89672578222096,3.0847684500015,0.968270069348701,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","F96",32,FALSE,4,14,"4 14",4,14,27
"GBP23041405M_ITS_F96","Simpson diversity",2.0398406374502,2.11063829787234,0.361982673918547,1.40116529396448,2.8201113017802,0.96645675363064,23,"p04","s14","05M","#22A884FF","#FAC62DFF","sample","F96",32,FALSE,4,14,"4 14",4,14,27
"GBP23041406M_ITS_F96","Species richness",49,49,1.3786168817709,49,51.7020394367499,1,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","F96",18832,FALSE,4,14,"4 14",4,14,27
"GBP23041406M_ITS_F96","Shannon diversity",11.9767290429512,11.9924507852181,0.124178433362124,11.7490655281717,12.2358360422645,0.998689030078302,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","F96",18832,FALSE,4,14,"4 14",4,14,27
"GBP23041406M_ITS_F96","Simpson diversity",5.88656005982267,5.88811147847784,0.080443554826809,5.73044500822892,6.04577794872675,0.999736516765887,23,"p04","s14","06M","#22A884FF","#FAC62DFF","sample","F96",18832,FALSE,4,14,"4 14",4,14,27
"GBP23050301M_ITS_F96","Species richness",18,18,2.28474357483511,18,22.4780151205861,1,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","F96",9463,FALSE,5,3,"5 3",5,3,23
"GBP23050301M_ITS_F96","Shannon diversity",1.83405968316262,1.83576835420113,0.0190287646178644,1.79847266087982,1.87306404752243,0.999069233852625,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","F96",9463,FALSE,5,3,"5 3",5,3,23
"GBP23050301M_ITS_F96","Simpson diversity",1.48131797386219,1.48139333015432,0.011732321443086,1.45839840267082,1.50438825763781,0.999949131476029,23,"p05","s03","01M","#7AD151FF","#240C4FFF","sample","F96",9463,FALSE,5,3,"5 3",5,3,23
"GBP23050401M_ITS_F48","Species richness",27,27,1.05471142227346,27,29.067196401739,1,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","F48",9368,FALSE,5,4,"5 4",5,4,19
"GBP23050401M_ITS_F48","Shannon diversity",2.80706869026696,2.81105491050493,0.0408932346849623,2.73090564331106,2.8912041776988,0.998581948640323,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","F48",9368,FALSE,5,4,"5 4",5,4,19
"GBP23050401M_ITS_F48","Simpson diversity",1.89352461682306,1.8937052586791,0.0220308391788484,1.85052560733936,1.93688491001883,0.999904609307489,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","F48",9368,FALSE,5,4,"5 4",5,4,19
"GBP23050403M_ITS_F48","Species richness",261,261,1.13596853342163,261,263.226457413077,1,23,"p05","s04","03M","#7AD151FF","#420A68FF","sample","F48",133493,FALSE,5,4,"5 4",5,4,19
"GBP23050403M_ITS_F48","Shannon diversity",141.466931445907,141.767522688784,0.579175330587897,140.632359900097,142.90268547747,0.997879688964189,23,"p05","s04","03M","#7AD151FF","#420A68FF","sample","F48",133493,FALSE,5,4,"5 4",5,4,19
"GBP23050403M_ITS_F48","Simpson diversity",96.1067735177363,96.2555337062997,0.749609510407022,94.7863260634333,97.7247413491662,0.998454528453218,23,"p05","s04","03M","#7AD151FF","#420A68FF","sample","F48",133493,FALSE,5,4,"5 4",5,4,19
"GBP23050501M_ITS_F96","Species richness",58,58,5.20060712275513,58,68.1930026583425,1,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","F96",3215,FALSE,5,5,"5 5",5,5,15
"GBP23050501M_ITS_F96","Shannon diversity",8.32490445944175,8.40116680293733,0.249715146877155,7.91173410866398,8.89059949721068,0.99092241050744,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","F96",3215,FALSE,5,5,"5 5",5,5,15
"GBP23050501M_ITS_F96","Simpson diversity",3.58647516083443,3.58936371095313,0.0981543357686987,3.39698474792003,3.78174267398623,0.999195247305286,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","F96",3215,FALSE,5,5,"5 5",5,5,15
