Fecha,Periodo,Sitio,Planta,Numero de flores,
05/06/2023,4,3,Hippocrepis comosa,346,
05/06/2023,4,3,Gallium sp. 2,197,
05/06/2023,4,3,Trifolium pratense,2,
05/06/2023,4,3,Plantago media,80,
05/06/2023,4,3,Stellaria media,46,
05/06/2023,4,3,Thymus sp.,230,
05/06/2023,4,3,Cerastium fontanum,15,
05/06/2023,4,3,Veronica chamaedrys,1,
05/06/2023,4,3,Ranunculus sp.,389,
05/06/2023,4,3,Taraxacum officinale,2,
05/06/2023,4,3,Thesium sp.,67,
05/06/2023,4,4,Teucrium pyrenaicum,125,
05/06/2023,4,4,Acinos alpinus,13,
05/06/2023,4,4,Trifolium ochroleucon,5,
05/06/2023,4,4,Rosa arvensis,16,
05/06/2023,4,4,Galium pinetocum,20,
05/06/2023,4,4,Medicago lupulina,42,
05/06/2023,4,4,Vicia pyrenaica,21,
05/06/2023,4,4,Euphrasia alpina,20,
05/06/2023,4,4,Thymus polytrichus,85,
05/06/2023,4,4,Vicia sativa,5,
05/06/2023,4,4,Helianthemum nummularium,5,
05/06/2023,4,4,Potentilla montana,2,
05/06/2023,4,4,Lotus corniculatus,1565,
05/06/2023,4,4,Ranunculus tuberosus,35,x5
05/06/2023,4,4,Potentilla erecta,19,
05/06/2023,4,4,Hypericum pulchrum,9,
05/06/2023,4,4,Geranium robertianum,100,x5
05/06/2023,4,4,Silene nutans,120,x10
05/06/2023,4,4,Teucrium pyrenaicum,15,
05/06/2023,4,4,Acinos alpinus,25,
05/06/2023,4,4,Trifolium ochroleucon,16,
05/06/2023,4,4,Galium pinetocum,1,
05/06/2023,4,4,Medicago lupulina,70,
05/06/2023,4,4,Vicia pyrenaica,2,
01/06/2023,4,5,Hypochaeris radicata,41,
01/06/2023,4,5,Veronica officinalis,450,x5
01/06/2023,4,5,Ranunculus tuberosus,241,
01/06/2023,4,5,Potentilla erecta,2262,
01/06/2023,4,5,Polygala serpyllifolia,1241,
01/06/2023,4,5,Sedum sp.,47,
01/06/2023,4,5,Potentilla erecta,2262,
01/06/2023,4,5,Taraxacum officinale,2,
01/06/2023,4,5,Daboeecia cantabrica,1,
01/06/2023,4,5,Lathyrus linifolius,1,
01/06/2023,4,5,Cerastium fontanum,1,
01/06/2023,4,5,Scilla verna,5,
01/06/2023,4,5,Bellis perennis,280,
01/06/2023,4,5,Erica cinerea,50,
01/06/2023,4,5,Galium saxatile,360,x15
01/06/2023,4,5,Pilosella officinarum,1,
01/06/2023,4,5,Cruciata laevipes,2000,
01/06/2023,4,5,Ulex gallii,2,
01/06/2023,4,5,Lysimachia nemorum,25,
01/06/2023,4,6,Potentilla erecta,3500,
01/06/2023,4,6,Ranunculus sp.,7,
01/06/2023,4,6,Scorzonera humilis cf.,12,
01/06/2023,4,6,Pedicularis sylvatica,2,
01/06/2023,4,6,Polygala vulgaris,666,
01/06/2023,4,6,Daboeecia cantabrica,167,
01/06/2023,4,6,Scilla verna,15,
01/06/2023,4,6,Erica vagans,4,
01/06/2023,4,6,Veronica officinalis,33,
01/06/2023,4,6,Bellis perennis,2,
01/06/2023,4,6,Cruciata sp. cf,,n/c 1000+ approx.
06/06/2023,4,7,Ranunculus sp.,457,
06/06/2023,4,7,Bellis perennis,1644,
06/06/2023,4,7,Trifolium repens,13,
06/06/2023,4,7,Taraxacum sp.,6,
06/06/2023,4,7,Potentilla erecta,222,
06/06/2023,4,7,Polygala vulgaris,50,
06/06/2023,4,7,Veronica officinalis cf.,230,
06/06/2023,4,7,Lysimachia nemorum,60,
06/06/2023,4,7,Ranunculus flammula cf,2,
06/06/2023,4,7,Veronica chamaedrys,40,
06/06/2023,4,7,Myosotis sp.,35,
06/06/2023,4,7,Ajuga reptans,32,
06/06/2023,4,7,Galium sp.,50,saxatile?
06/06/2023,4,8,Potentilla erecta,4158,
06/06/2023,4,8,Veronica officinalis,46,
06/06/2023,4,8,Erica tetralix cf,82,
06/06/2023,4,8,Polygala vulgaris,25,
06/06/2023,4,8,Galium sp. 2,715,
06/06/2023,4,8,Rumex acetosella,,listed but n/c
06/06/2023,4,8,Pedicularis sylvatica,13,
06/06/2023,4,8,Daboeecia cantabrica,1,
06/06/2023,4,8,falso taraxacum,58,
06/06/2023,4,8,Cerastium fontanum,9+,
06/06/2023,4,8,Sedum sp.,20,
07/06/2023,4,9,Cardamine sp.,2,blanca pequeña
07/06/2023,4,9,Plantago lanceolata,15,
07/06/2023,4,9,Plantago media,2,
07/06/2023,4,9,Prunella vulgaris,3,
07/06/2023,4,9,Cruciata laevipes,60,
07/06/2023,4,9,Rumex acetosella,1000+,"mucho, sin contar"
07/06/2023,4,9,Flor amarilla,5,hojas opuestas
07/06/2023,4,9,Polygala vulgaris,156,
07/06/2023,4,9,Ranunculus sp. 2,30,hojas largos
07/06/2023,4,9,Fragaria vesca,2,
07/06/2023,4,9,Cerastium fontanum,99,
07/06/2023,4,9,Daboeecia cantabrica,5,
07/06/2023,4,9,Trifolium repens,326,
07/06/2023,4,9,Pilosella officinarum,7,
07/06/2023,4,9,Pedicularis sylvatica,8,
07/06/2023,4,9,falso taraxacum,19,
07/06/2023,4,9,Galium sp. 2,360,
07/06/2023,4,9,Veronica officinalis,1128,
07/06/2023,4,9,Lysimachia nemorum,218,
07/06/2023,4,9,Ranunculus sp.,715,
07/06/2023,4,9,Bellis perennis,40,
07/06/2023,4,9,Potentilla erecta,1293,
07/06/2023,4,9,Saxifraga hirsuta,1600,
07/06/2023,4,10,Bellis perennis,288,
07/06/2023,4,10,Erysimum garbenum,3,
07/06/2023,4,10,Taraxacum sp.,5,
07/06/2023,4,10,Potentilla sterilis,6,
07/06/2023,4,10,Lotus corniculatus,1248,
07/06/2023,4,10,Geranium robertianum,17,
07/06/2023,4,10,Erinus alpinus,124,
07/06/2023,4,10,Ranunculus repens,123,
07/06/2023,4,10,Galium saxatila cf,1160,
07/06/2023,4,10,Trifolium repens,2,
07/06/2023,4,10,Potentilla erecta,50,
07/06/2023,4,10,Helianthemum nummularium,97,
07/06/2023,4,10,Hippocrepis comosa,125,
07/06/2023,4,10,Lysimachia nemorum,1,
07/06/2023,4,10,Medicago lupulina,178,
07/06/2023,4,10,Pilosella officinarum,30,
07/06/2023,4,10,Teucrium pyrenaicum,120,
07/06/2023,4,10,Thymus praecrox,2515,
07/06/2023,4,10,Veronica officinalis,631,
07/06/2023,4,10,Vicia pyrenaica,5,
07/06/2023,4,10,Sherardia sp.,3672,
07/06/2023,4,10,Potentilla montana,25,
07/06/2023,4,10,Cerastium sp.,30,
07/06/2023,4,10,Fragaria vesca,1,
07/06/2023,4,10,Plantago media,5,
07/06/2023,4,10,Plantago lanceolata,,n/c
07/06/2023,4,10,Euphrasia alpina,3,
07/06/2023,4,10,Polygala vulgaris,15,
07/06/2023,4,10,Teucrium pyrenaicum,25,
08/06/2023,4,11,Carduus sp. cf,3,"thistle, cf de floratus?"
08/06/2023,4,11,Daboeecia cantabrica,40,
08/06/2023,4,11,Digitalis purpurea,21,
08/06/2023,4,11,Erica arborea,210,
08/06/2023,4,11,Erica cinerea,850,
08/06/2023,4,11,Galium saxatile,2300,
08/06/2023,4,11,Globularia sp.,5,
08/06/2023,4,11,Polygala vulgaris,36,
08/06/2023,4,11,Potentilla erecta,276,
08/06/2023,4,11,Ranunculus repens,6,
08/06/2023,4,11,Veronica officinalis,97,
08/06/2023,4,12,Bellis perennis,n/c,
08/06/2023,4,12,Campana arenaria,103,
08/06/2023,4,12,Capsella bursa-pastoris,>8000,
08/06/2023,4,12,Cerastium fontanum,60,
08/06/2023,4,12,Cruciata laevipes,600,estamido
08/06/2023,4,12,Erica tetralix,16,
08/06/2023,4,12,Erinus alpinus,918,
08/06/2023,4,12,Fragaria vesca,10,
08/06/2023,4,12,Galium sp. 2,10000+,
08/06/2023,4,12,Geranium pyrenaica,694,
08/06/2023,4,12,Geranium robertianum,1,
08/06/2023,4,12,Hippocrepis comosa,5,
08/06/2023,4,12,Hutchinsia alpina,34,
08/06/2023,4,12,Lathyrus linifolius,1,
08/06/2023,4,12,Lotus corniculatus,1971,
08/06/2023,4,12,Medicago sp.,575,
08/06/2023,4,12,Pilosella officinarum,17,
08/06/2023,4,12,Plantago lanceolata,391,
08/06/2023,4,12,Plantago media,90,
08/06/2023,4,12,Polygala vulgaris,23,
08/06/2023,4,12,Potentilla erecta,90,
08/06/2023,4,12,Potentilla montana,57,
08/06/2023,4,12,Ranunculus sp.,37,
08/06/2023,4,12,Sedum sp.,2,cf corsa
08/06/2023,4,12,Sherardia arvensis,190,
08/06/2023,4,12,Stellaria media,1000,
08/06/2023,4,12,Taraxacum officinale,19,
08/06/2023,4,12,Thymus sp.,832,x4
08/06/2023,4,12,Trifolium repens,106,
08/06/2023,4,12,Veronica arvensis,1000,
08/06/2023,4,12,Veronica officinalis,1420,x4 (I am not sure if the total circled was already x4 or not - Jenn)
08/06/2023,4,12,Veronica officinalis,1000,two totals circled?
08/06/2023,4,12,Vicia pyrenaica,4,
16/06/2023,4,13,Aphanes arvensis,1000,
16/06/2023,4,13,Arenaria montana,10,grande
16/06/2023,4,13,Arenaria serpyllifolia,100,
16/06/2023,4,13,Arenaria serpyllifolia,50,
16/06/2023,4,13,Bellis perennis,1600,
16/06/2023,4,13,Biscutella laevigata,8,
16/06/2023,4,13,Campanula glomerata cf,2,
16/06/2023,4,13,Capsella bursa-pastoris,60,
16/06/2023,4,13,Carduncellus mitissimus,55,
16/06/2023,4,13,Cerastium fontanum,3,
16/06/2023,4,13,Endressia castellana,40,
16/06/2023,4,13,Erica cinerea,25,
16/06/2023,4,13,Erodium daucoides,5,
16/06/2023,4,13,Galium pinetorum,75,x25
16/06/2023,4,13,Helianthemum nummularium,n/c,
16/06/2023,4,13,Geranium molle,113,
16/06/2023,4,13,Geranium pyrenaica,30,
16/06/2023,4,13,Herniaria latifolia,5000,cf
16/06/2023,4,13,Hornungia petraea,4,
16/06/2023,4,13,Lotus corniculatus,750,x50
16/06/2023,4,13,Malva nicaeensis,3,
16/06/2023,4,13,Medicago lupulina,550,x50
16/06/2023,4,13,Plantago lanceolata,115,
16/06/2023,4,13,Plantago media,20,
16/06/2023,4,13,Potentilla montana,4,
16/06/2023,4,13,Prunella vulgaris,28,
16/06/2023,4,13,Ranunculus bulbosus,90,
16/06/2023,4,13,Ranunculus repens,176,
16/06/2023,4,13,Rumex acetosella,610,
16/06/2023,4,13,Scleranthus annuus,500,
16/06/2023,4,13,Sherardia arvensis,4000,
16/06/2023,4,13,Taraxacum officinale,43,
16/06/2023,4,13,Teucrium pyrenaicum,65,
16/06/2023,4,13,Thymus praecox ssp. politrichus,800,x25
16/06/2023,4,13,Trifolium repens,167,
16/06/2023,4,13,Veronica arvensis,75,
16/06/2023,4,13,Veronica officinalis,65,
16/06/2023,4,13,Vicia pyrenaica,3,
16/06/2023,4,14,Asteraceae sp.,2,
16/06/2023,4,14,Bellis perennis,7500,estimado
16/06/2023,4,14,Cerastium fontanum,34,
16/06/2023,4,14,Erinus alpinus,35,
16/06/2023,4,14,Fragaria vesca,13,
16/06/2023,4,14,Galium pinetorum,1080,
16/06/2023,4,14,Geranium molle,2002,
16/06/2023,4,14,Geranium pyrenaica,110,
16/06/2023,4,14,Geranium robertianum,178,
16/06/2023,4,14,Hutchinsia alpina,31,
16/06/2023,4,14,Hypochaeris radicata,8,
16/06/2023,4,14,Lamium purpureum,102,
16/06/2023,4,14,Lamium sp.,73,amarillo
16/06/2023,4,14,Leucanthemum sp.,2,margarita grande
16/06/2023,4,14,Lotus corniculatus,299,
16/06/2023,4,14,Lysimachia nemorum,4,
16/06/2023,4,14,Meconopsis cantrica,2,
16/06/2023,4,14,Medicago sp.,6000,
16/06/2023,4,14,Pedicularis sylvatica,5,
16/06/2023,4,14,Pilosella officinarum,2,
16/06/2023,4,14,Plantago lanceolata,137,
16/06/2023,4,14,Plantago media,2,
16/06/2023,4,14,Potentilla erecta,12,
16/06/2023,4,14,Prunella vulgaris,64,
16/06/2023,4,14,Ranunculus repens,3000,
16/06/2023,4,14,Saxifraga hirsuta,161,
16/06/2023,4,14,Sherardia arvensis,415,
16/06/2023,4,14,Taraxacum sp.,4,
16/06/2023,4,14,Trifolium repens,380,
16/06/2023,4,14,Veronica chamaedrys,135,
16/06/2023,4,14,Veronica officinalis,350,
16/06/2023,4,14,Vicia pyrenaica,4,
15/06/2023,4,15,Bellis perennis,1529,
15/06/2023,4,15,Cerastium fontanum,55,
15/06/2023,4,15,Fragaria vesca,1,
15/06/2023,4,15,Galium sp.,525,
15/06/2023,4,15,Geranium pyrenaicum,12,
15/06/2023,4,15,Geranium robertianum,19,
15/06/2023,4,15,Medicago sp.,175,
15/06/2023,4,15,Lotus corniculatus,552,
15/06/2023,4,15,Plantago lanceolata,2500,estimado
15/06/2023,4,15,Plantago media,100,
15/06/2023,4,15,Potentilla erecta,16,
15/06/2023,4,15,Potentilla montana,5,
15/06/2023,4,15,Prunella vulgaris,100,
15/06/2023,4,15,Ranunculus repens,423,
15/06/2023,4,15,Sherardia arvensis,550,
15/06/2023,4,15,Taraxacum sp.,57,
15/06/2023,4,15,Trifolium pratense,60,x10
15/06/2023,4,15,Thymus praecox ssp. politrichus,n/c,
15/06/2023,4,15,Trifolium repens,685,
15/06/2023,4,15,Veronica chamaedrys,9,
15/06/2023,4,15,Veronica officinalis,223,
15/06/2023,4,15,Vicia pyrenaica,3,
15/06/2037,4,16,Alchemilla catalaunica,25,
15/06/2050,4,16,Bellis perennis,5000,
15/06/2056,4,16,Cerastium fontanum,70,
15/06/2034,4,16,Erinus alpinus,255,
15/06/2055,4,16,Fragaria vesca,3,
15/06/2030,4,16,Galium pinetorum,475,x25
15/06/2039,4,16,Geranium molle,6,
15/06/2048,4,16,Geranium molle,12,
15/06/2047,4,16,Geranium pyrenaicum,2,
15/06/2051,4,16,Geranium robertianum,10,
15/06/2033,4,16,Hutchinsia alpina,45,
15/06/2036,4,16,Hypochaeris radicata,2,
15/06/2023,4,16,Lotus corniculatus,237,
15/06/2053,4,16,Lysimachia nemorum,2,
15/06/2057,4,16,Medicago sp.,97,
15/06/2040,4,16,Pilosella lactucella,43,
15/06/2029,4,16,Pilosella officinarum,85,
15/06/2052,4,16,Plantago sp. (media+lanceolata),800,
15/06/2049,4,16,Polygala vulgaris,6,
15/06/2035,4,16,Potentilla erecta,15,
15/06/2038,4,16,Potentilla montana,27,
15/06/2044,4,16,Prunella grandiflora,7,
15/06/2031,4,16,Ranunculus bulbosus,34,
15/06/2042,4,16,Ranunculus repens,139,
15/06/2043,4,16,Ranunculus tuberosus,55,
15/06/2027,4,16,Saxifraga hirsuta,38,
15/06/2032,4,16,Thymus polytrichus,150,
15/06/2045,4,16,Thymus polytrichus,420,
15/06/2046,4,16,Trifolium pratense,1,
15/06/2026,4,16,Trifolium repens,277,
15/06/2041,4,16,Veronica chamaedrys,10,
15/06/2024,4,16,Veronica officinalis,1408,x8
15/06/2054,4,16,Vicia sepium,8,
22/06/2023,5,1,Alchemilla catalaunica,30,
22/06/2023,5,1,Anagallis arvensis,6,
22/06/2023,5,1,Bellis perennis,2500,
22/06/2023,5,1,Campanula glomerata,3,
22/06/2023,5,1,Cerastium fontanum,30,
22/06/2023,5,1,Clinopodium vulgare,50,
22/06/2023,5,1,Endressia castellana,40,
22/06/2023,5,1,Erysimum gorbeanum,2,
22/06/2023,5,1,Euphrasia alpina,150,
22/06/2023,5,1,Galium pinetorum,140,
22/06/2023,5,1,Geranium pyrenaicum,2,
22/06/2023,5,1,Geranium robertianum,8,
22/06/2023,5,1,Heracleum sphondyllum,40,
22/06/2023,5,1,Hornungia petraea,20,
22/06/2023,5,1,Linaria propinqua,110,
22/06/2023,5,1,Lotus corniculatus,500,
22/06/2023,5,1,Medicago lupulina,760,
22/06/2023,5,1,Ophrys apifera,5,
22/06/2023,5,1,Prunella vulgaris,970,
22/06/2023,5,1,Ranunculus repens,190,
22/06/2023,5,1,Rubus sp.,5,
22/06/2023,5,1,Sherardia arvensis,110,
22/06/2023,5,1,Plantago sp.,n/c,media + lanceolata
22/06/2023,5,1,Stellaria media,350,
22/06/2023,5,1,Taraxacum officinale,36,
22/06/2023,5,1,Teucrium pyrenaicum,40,
22/06/2023,5,1,Thymus polytrichus,2020,
22/06/2023,5,1,Trifolium pratense,360,
22/06/2023,5,1,Trifolium repens,532,
22/06/2023,5,1,Veronica chamaedrys,25,
22/06/2023,5,1,Vicia pyrenaica,9,
22/06/2023,5,2,Bellis perennis,1500,
22/06/2023,5,2,Cerastium fontanum,4,
22/06/2023,5,2,Cruciata laevipes,sin datos,
22/06/2023,5,2,Erinus alpinus,4,
22/06/2023,5,2,Fragaria vesca,6,
22/06/2023,5,2,Galium sp.,75,Pinetorum?
22/06/2023,5,2,Geranium robertianum,17,
22/06/2023,5,2,Hypochaeris radicata,80,
22/06/2023,5,2,Lotus corniculatus,79,
22/06/2023,5,2,Lysimachia nemorum,4,
22/06/2023,5,2,Medicago sp.,43,
22/06/2023,5,2,Myosotis lammotiana,154,
22/06/2023,5,2,Pedicularis sylvatica,1,
22/06/2023,5,2,Plantago lanceolata,500,
22/06/2023,5,2,Polygala serpyllifolia,19,
22/06/2023,5,2,Potentilla erecta,162,
22/06/2023,5,2,Prunella vulgaris,143,
22/06/2023,5,2,Ranunculus repens,608,
22/06/2023,5,2,Taraxacum officinale,2,
22/06/2023,5,2,Thymus polytrichus,11,
22/06/2023,5,2,Trifolium pratense,11,
22/06/2023,5,2,Trifolium repens,37,
22/06/2023,5,2,Veronica officinalis,35,
22/06/2023,5,2,Vicia pyrenaica,1,
23/06/2023,5,3,Achillea millefolium,20,
23/06/2023,5,3,Bellis perennis,32,
23/06/2023,5,3,Clinopodium vulgare,15,
23/06/2023,5,3,Daboecia cantabrica,14,
23/06/2023,5,3,Erica vagans,130,
23/06/2023,5,3,Euphrasia alpina,13,
23/06/2023,5,3,Galium pinetorum,675,
23/06/2023,5,3,Geranium molle,3,
23/06/2023,5,3,Geranium pyrenaicum,13,
23/06/2023,5,3,Geranium robertianum,3,
23/06/2023,5,3,Helianthemum nummularium,n/c,
23/06/2023,5,3,Medicago lupulina,n/c,
23/06/2023,5,3,Hypochaeris radicata,6,
23/06/2023,5,3,Lathyrus linifolius,3,
23/06/2023,5,3,Lotus corniculatus,1585,
23/06/2023,5,3,Pilosella officinarum,5,
23/06/2023,5,3,Plantago sp. (media+lanceolata),363,
23/06/2023,5,3,Potentilla erecta,1009,
23/06/2023,5,3,Prunella grandiflora,1144,
23/06/2023,5,3,Ranunculus tuberosus,40,
23/06/2023,5,3,Teucrium pyrenaicum,621,
23/06/2023,5,3,Thesium pyrenaicum subsp. pyrenaicum,39,
23/06/2023,5,3,Thymus polytrichus,885,
23/06/2023,5,3,Trifolium repens,84,
23/06/2023,5,4,Campanula glomerata,19,
23/06/2023,5,4,Clinopodium vulgare,73,
23/06/2023,5,4,Dianthus hyssopifolius,40,
23/06/2023,5,4,Erica vagans,265,
23/06/2023,5,4,Euphrasia alpina,51,
23/06/2023,5,4,Galium sp.,207,
23/06/2023,5,4,Geranium robertianum,18,
23/06/2023,5,4,Lotus corniculatus,575,
23/06/2023,5,4,Medicago lupulina,15,
23/06/2023,5,4,Potentilla erecta,50,
23/06/2023,5,4,Ranunculus repens,3,
23/06/2023,5,4,Rosa arvensis,2,
23/06/2023,5,4,Rubus sp.,130,
23/06/2023,5,4,Satureja alpina subsp. pyrenaea,49,
23/06/2023,5,4,Sedum dasyphyllum cf.,5,
23/06/2023,5,4,Teucrium pyrenaicum,1748,
23/06/2023,5,4,"Teucrium scorodonia (Scrophulariacea amarilla, preguntar a xabi)",30,
23/06/2023,5,4,Thymus polytrichus,110,
23/06/2023,5,4,Trifolium pratense,10,
23/06/2023,5,4,Vicia pyrenaica,5,
24/06/2023,5,5,Bellis perennis,37,
24/06/2023,5,5,Erica cinerea,660,
24/06/2023,5,5,Erica tetralix,140,
24/06/2023,5,5,Galium saxatile,160,
24/06/2023,5,5,Hypochaeris radicata,71,
24/06/2023,5,5,Jasione montana,2,
24/06/2023,5,5,Lotus corniculatus,4,
24/06/2023,5,5,Pilosella officinarum,6,
24/06/2023,5,5,Polygala serpyllifolia,6,
24/06/2023,5,5,Potentilla erecta,351,
24/06/2023,5,5,Prunella vulgaris,18,
24/06/2023,5,5,Ranunculus repens,25,
24/06/2023,5,5,Sedum anglicum,300,
24/06/2023,5,5,Trifolium repens,140,
24/06/2023,5,5,Veronica officinalis,220,
24/06/2023,5,6,Erica tetralix,668,
24/06/2023,5,6,Estrella amarilla,3,
24/06/2023,5,6,Galium sp.,303,
24/06/2023,5,6,Polygala vulgaris,25,
24/06/2023,5,6,Potentilla erecta,629,
24/06/2023,5,6,Ulex europaeus,3,
24/06/2023,5,6,Veronica officinalis,9,
03/07/2023,5,7,Bellis perennis,196,
03/07/2023,5,7,Cerastium fontanum,3,
03/07/2023,5,7,Galium sp.,244,
03/07/2023,5,7,Hesperocyon hederaceus cf.,5,
03/07/2023,5,7,Hypericum sp.,2,
03/07/2023,5,7,Lotus corniculatus,15,
03/07/2023,5,7,Lysimachia nemorum,12,
03/07/2023,5,7,Medicago lupulina,1,per head
03/07/2023,5,7,Myosotis sp.,12,
03/07/2023,5,7,Potentilla erecta,451,
03/07/2023,5,7,Prunella vulgaris,915,
03/07/2023,5,7,Ranunculus tuberosus,141,
03/07/2023,5,7,Rubus sp.,20,
03/07/2023,5,7,Taraxacum sp.,5,
03/07/2023,5,7,Trifolium pratense,3,per flower head
03/07/2023,5,7,Trifolium repens,390,per flower head
03/07/2023,5,8,Cerastium fontanum,1,
03/07/2023,5,8,Daboecia cantabrica,138,
03/07/2023,5,8,Erica cinerea,1163,
03/07/2023,5,8,Erica tetralix,554,
03/07/2023,5,8,Erica vagans,1328,
03/07/2023,5,8,Galium pinetorum,20,x10
03/07/2023,5,8,Galium sp.,50,x10
03/07/2023,5,8,Hypochaeris radicata,24,
03/07/2023,5,8,Polygala serpyllifolia,10,
03/07/2023,5,8,Potentilla erecta,8028,
03/07/2023,5,8,Rumex acetosella,40,x20
03/07/2023,5,8,Sedum anglicum,32,
05/07/2023,5,9,"""Floc lota hederacea""",3,Glechoma hederacea?
05/07/2023,5,9,"""Spetalos amarillos""",29,
05/07/2023,5,9,Bellis perennis,15,
05/07/2023,5,9,Cerastium fontanum,48,
05/07/2023,5,9,Daboecia cantabrica,35,
05/07/2023,5,9,Erica cinerea,41,
05/07/2023,5,9,Galium sp.,600,
05/07/2023,5,9,Hypochaeris radicata,36,
05/07/2023,5,9,Jasoine sp.,9,morada glob.
05/07/2023,5,9,Lotus corniculatus,175,
05/07/2023,5,9,Lysimachia nemorum,5,
05/07/2023,5,9,Manzanilla sp.,4,
05/07/2023,5,9,Orchidaceae sp.,10,blanca
05/07/2023,5,9,Pedicularis sylvatica,5,
05/07/2023,5,9,Plantago sp.,250,lancelota +media
05/07/2023,5,9,Polygala vulgaris,8,
05/07/2023,5,9,Potentilla erecta,6009,
05/07/2023,5,9,Prunella vulgaris,175,
05/07/2023,5,9,Ranunculus repends cf.,1000,estimado
05/07/2023,5,9,Rubus ulmifolius,96,
05/07/2023,5,9,Saxifraga hirsuta,6,
05/07/2023,5,9,Sedum album,20,
05/07/2023,5,9,Trifolium repens,714,
05/07/2023,5,9,Ulex sp.,68,
05/07/2023,5,9,Veronica officinalis,34,
05/07/2023,5,10,Bellis perennis,110,
05/07/2023,5,10,Campunula glomerata cf.,12,
05/07/2023,5,10,Cerastium fontanum,16,
05/07/2023,5,10,Eryngium bourgatii,16,
05/07/2023,5,10,Euphrasia alpina,185,
05/07/2023,5,10,Galium sp.,220,
05/07/2023,5,10,Geranium molle,4,
05/07/2023,5,10,Geranium robertianum,16,
05/07/2023,5,10,Helianthemum nummularium,13,
05/07/2023,5,10,Hypochaeris radicata,244,
05/07/2023,5,10,Jasoine sp.,8,
05/07/2023,5,10,Lotus corniculatus,540,
05/07/2023,5,10,Medicago lupulina,210,per head
05/07/2023,5,10,Pilosella officinarum,16,
05/07/2023,5,10,Plantago lanceolata,,
05/07/2023,5,10,Plantago lanceolata,445,
05/07/2023,5,10,Plantago media,5,
05/07/2023,5,10,Potentilla erecta,550,
05/07/2023,5,10,Prunella vulgaris,54,
05/07/2023,5,10,Ranunculus tuberosus,37,
05/07/2023,5,10,Sedum sp.,3,
05/07/2023,5,10,Sherardia arvensis,1475,
05/07/2023,5,10,Teucrium pyrenaicum,564,
05/07/2023,5,10,Thymus polytrichus,13120,
05/07/2023,5,10,Trifolium pratense,3,per head
05/07/2023,5,10,Trifolium repens,179,per head
05/07/2023,5,10,Veronica sp.,2,
04/07/2023,5,11,Daboecia cantabrica,362,
04/07/2023,5,11,Digitalis purpurea,15,
04/07/2023,5,11,Erica cinerea,2720,
04/07/2023,5,11,Erica tetralix,45,
04/07/2023,5,11,Erica vagans,530,
04/07/2023,5,11,Galium sp.,930,
04/07/2023,5,11,Hypochaeris radicata cf,5,foto en Drive
04/07/2023,5,11,Jasione montana,85,per head
04/07/2023,5,11,Polygala vulgaris,,
04/07/2023,5,11,Potentilla erecta,455,
04/07/2023,5,11,Rupus sp.,4,
04/07/2023,5,11,Sedum sp.,350,
04/07/2023,5,11,Ulex gallii,600,
04/07/2023,5,12,Amarilla s petalos,22,
04/07/2023,5,12,Bellis perennis,1360,
04/07/2023,5,12,Capsella bursa-pastoris,30,
04/07/2023,5,12,Cerastium fontanum,9,
04/07/2023,5,12,Erica tetralix,130,
04/07/2023,5,12,Erica vagans,17,
04/07/2023,5,12,Galium sp.,750,
04/07/2023,5,12,Geranium pyrenaicum,248,
04/07/2023,5,12,Hypochaeris radicata,35,
04/07/2023,5,12,Lotus corniculatus,250,
04/07/2023,5,12,Manzanilla sp.,8,
04/07/2023,5,12,Medicago sp.,252,
04/07/2023,5,12,Pilosella officinarum,7,
04/07/2023,5,12,Plantago sp.,1500,
04/07/2023,5,12,Potentilla erecta,295,
04/07/2023,5,12,Potentilla montana,3,
04/07/2023,5,12,Ranunculus sp.,n/c,
04/07/2023,5,12,Prunella vulgaris,117,
04/07/2023,5,12,Sedum album,58,
04/07/2023,5,12,Taraxacum sp.,6,
04/07/2023,5,12,Teucrium pyrenaicum,6,
04/07/2023,5,12,Thymus polytrichus,3547,
04/07/2023,5,12,Trifolium pratense,10,
04/07/2023,5,12,Trifolium repens,3000,
04/07/2023,5,12,Veronica officinalis,58,
10/07/2023,5,13,Bellis perennis,1644,
10/07/2023,5,13,Brassicaceae sp.,1,
10/07/2023,5,13,Campanula sp.,11,
10/07/2023,5,13,Capsella bursa-pastoris,75,
10/07/2023,5,13,Carthamus mitissimus,9,
10/07/2023,5,13,Cerastium fontanum,25,
10/07/2023,5,13,Cirsium sp.,1,
10/07/2023,5,13,Clinopodium vulgare,18,
10/07/2023,5,13,Erica cinerea,42,
10/07/2023,5,13,Erodium daucoides,10,
10/07/2023,5,13,Eryngium bourgatii,20,
10/07/2023,5,13,Fake manzanita,57,
10/07/2023,5,13,Galium pinetorum,190,
10/07/2023,5,13,Geranium molle,118,
10/07/2023,5,13,Geranium pyrenaicum,13,
10/07/2023,5,13,Helianthemum nummularium,5,
10/07/2023,5,13,Hypochaeris radicata,140,
10/07/2023,5,13,Lotus corniculatus,202,
10/07/2023,5,13,Malva neglecta,2,
10/07/2023,5,13,Medicago lupulina,1360,per head
10/07/2023,5,13,Pilosella officinarum,64,
10/07/2023,5,13,Plantago lanceolata,160,
10/07/2023,5,13,Plantago media,15,
10/07/2023,5,13,Potentilla erecta,1,
10/07/2023,5,13,Potentilla montana,4,
10/07/2023,5,13,Prunella vulgaris,46,
10/07/2023,5,13,Ranunculus sp.,2,
