	GBP23010301M_ITS_P48	GBP23010302M_ITS_P96	GBP23010303M_ITS_P96	GBP23010304M_ITS_P96	GBP23010305M_ITS_P96	GBP23010501M_ITS_P96	GBP23010901M_ITS_P96	GBP23011001M_ITS_P96	GBP23011101M_ITS_P96	GBP23011102M_ITS_P96	GBP23020201M_ITS_P96	GBP23020202M_ITS_P96	GBP23020301M_ITS_P96	GBP23020302M_ITS_P96	GBP23020303M_ITS_P96	GBP23020304M_ITS_P96	GBP23020305M_ITS_P96	GBP23020401M_ITS_P96	GBP23020402M_ITS_P96	GBP23020403M_ITS_P96	GBP23020404M_ITS_P48	GBP23020501M_ITS_P96	GBP23020601M_ITS_P96	GBP23020602M_ITS_P96	GBP23020701M_ITS_P96	GBP23020801M_ITS_P96	GBP23020802M_ITS_P96	GBP23020901M_ITS_P48	GBP23020902M_ITS_P96	GBP23020903M_ITS_P96	GBP23021101M_ITS_P96	GBP23021102M_ITS_P48	GBP23021103M_ITS_P96	GBP23021104M_ITS_P96	GBP23021105M_ITS_P96	GBP23021401M_ITS_P96	GBP23021402M_ITS_P96	GBP23021501M_ITS_P96	GBP23021602M_ITS_P96	GBP23021603M_ITS_P96	GBP23021604M_ITS_P96	GBP23021605M_ITS_P96	GBP23030101M_ITS_P96	GBP23030102M_ITS_P96	GBP23030201M_ITS_P96	GBP23030501M_ITS_P96	GBP23031301M_ITS_P96	GBP23031401M_ITS_P96	GBP23031402M_ITS_P96	GBP23031403M_ITS_P48	GBP23031404M_ITS_P96	GBP23031405M_ITS_P48	GBP23031601M_ITS_P96	GBP23040101M_ITS_P96	GBP23040201M_ITS_P96	GBP23040202M_ITS_P96	GBP23040203M_ITS_P96	GBP23040301M_ITS_P96	GBP23040401M_ITS_P96	GBP23040402M_ITS_P48	GBP23040403M_ITS_P48	GBP23040701M_ITS_P96	GBP23040702M_ITS_P48	GBP23041101M_ITS_P48	GBP23041102M_ITS_P48	GBP23041103M_ITS_P96	GBP23041104M_ITS_P48	GBP23041105M_ITS_P96	GBP23041301M_ITS_P96	GBP23041302M_ITS_P48	GBP23041401M_ITS_P96	GBP23041402M_ITS_P96	GBP23041403M_ITS_P96	GBP23041404M_ITS_P96	GBP23041405M_ITS_P96	GBP23041406M_ITS_P96	GBP23050301M_ITS_P96	GBP23050401M_ITS_P48	GBP23050402M_ITS_P48	GBP23050403M_ITS_P48	GBP23050501M_ITS_P96	GBP23050502M_ITS_P48	GBP23050701M_ITS_P48	GBP23050702M_ITS_P96	GBP23051501M_ITS_P96	GBP23051601M_ITS_P96	GBP23051602M_ITS_P96	GBP23051603M_ITS_P96	GBP23060101M_ITS_P96	GBP23060102M_ITS_P96	GBP23060103M_ITS_P48	GBP23060104M_ITS_P48	GBP23060105M_ITS_P48	GBP23060201M_ITS_P48	GBP23060202M_ITS_P48	GBP23060203M_ITS_P96	GBP23060204M_ITS_P48	GBP23060205M_ITS_P48	GBP23060301M_ITS_P48	GBP23060302M_ITS_P48	GBP23060303M_ITS_P96	GBP23060304M_ITS_P96	GBP23060305M_ITS_P48	GBP23060401M_ITS_P96	GBP23060402M_ITS_P96	GBP23060403M_ITS_P48	GBP23060404M_ITS_P96	GBP23060501M_ITS_P48	GBP23060701M_ITS_P96	GBP23060801M_ITS_P96	GBP23060901M_ITS_P48	GBP23061001M_ITS_P48	GBP23061002M_ITS_P96	GBP23061003M_ITS_P96	GBP23061004M_ITS_P96	GBP23061005M_ITS_P96	GBP23061201M_ITS_P48	GBP23061202M_ITS_P96	GBP23061301M_ITS_P96	GBP23061303M_ITS_P48	GBP23061304M_ITS_P96	GBP23061305M_ITS_P96	GBP23061401M_ITS_P96	GBP23061402M_ITS_P96	GBP23061404M_ITS_P96	GBP23061405M_ITS_P48	neg1_ITS_P96	neg2_ITS_P96	neg4_ITS_P96	neg6_ITS_P48	neg7_ITS_P48	neg9_ITS_P48	negPCR_ITS_P48	negPCR_ITS_P96
ASV_21	0	0	0	0	0	0	0	0	0	29	0	48	359	0	0	0	0	104	400	0	158	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	276	0	0	478	0	0	373	50	281	0	75	71	2194	301	679	0	59	50	2286	4884	13357	0	133	47	0	0	0	93	0	186	122	0	396	63	136	0	424	0	0	1278	0	816	0	0	0	0	0	0	0	38	0	0	151	0	0	55	0	0	0	0	1166	0	0	764	0	0	0	0	128	0	0	338	0	181	0	0	0	0	0	0	148	0	0	0	683	23	0	0	0	0	0	0	0	0	0	0	0	0
ASV_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	370	16	0	0	0	0	0	0	0	0	0	0	0	0	31	4	0	121	0	0	0	0	0	0	0	0	0	4	0	0	0	0	17	4	0	0	3720	0	0	14	0	26835	0	0	0	357	0	0	0	483	6	0	64	0	115	0	269	0	0	0	0	0	0	0	0	0	0	0
ASV_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	144	207	0	0	0	0	0	2671	0	0	0	0	0	0	0	166	0	0	0	0	0	0	6638	0	2167	0	0	1722	335	243	0	0	0	0	0	0	0	248	0	33	0	245	0	232	0	0	0	67	0	0	6816	2097	100	84	119	0	63	0	0	262	9	0	0	890	66	0	0	0	142	342	0	0	78	335	1510	43	246	0	0	0	0	0	0	0	0	0
ASV_24	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	629	0	0	0	0	0	11	0	283	166	0	66	0	0	0	0	0	0	0	0	0	5	1033	261	0	0	0	0	607	0	0	0	0	0	0	0	20	0	0	0	0	0	373	0	0	0	125	0	0	676	1634	14452	4079	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25	0	0	0	0	0	0	0	140	0	4	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1218	1272	0	0	0	0	0	0	0	33	0	0	6220	0	541	39	0	0	0	18	0	582	280	0	0	769	0	0	0	0	193	2539	0	0	37	0	3134	0	159	0	0	0	0	0	0	5	0	4065	0	0	473	0	0	0	0	0	20	0	0	0	690	246	250	46	0	0	0	0	0	0	0	0	0
ASV_26	0	0	0	0	0	6533	0	0	259	720	0	0	0	79	0	0	0	0	0	732	0	0	750	0	470	2428	0	0	0	516	0	88	0	96	3530	0	0	0	0	0	79	0	0	0	0	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379
ASV_27	0	9	0	0	0	2796	80	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17926	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17774	745	0	0	9	0	0	19	0	0	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_29	0	0	0	0	0	0	0	3214	0	0	0	0	0	12292	1855	35	33	0	38	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	4	0	0	0	0	0	0	0	0	0	0	0	1495	0	0	0	0	2062	828	739	0	11364	21	0	0	0	0	161	2	4	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	160	324	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8241	0	23	0	0	2	0	0	0	0	0	0	80	0	0	0	0	0	0	2968	0	0	0	0	614	1418	0	0	0	0	0	0	62	0	0	534	53	0	0	23	0	0	0	0	0	0	0	0	0	0	0
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4671	408	0	1247	6	0	0	0	0	0	136	2	0	0	0	6	0	0	0	3	331	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	6	0	0	73	0	0	0	1346	0	3401	0	0	0	109	70	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_33	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	39	0	0	0	161	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	315	472	0	0	0	0	0	0	0	34	0	0	5891	0	36	0	0	0	0	0	0	82	172	0	0	1016	31	0	0	0	222	405	0	0	0	0	2644	0	0	0	0	0	0	0	0	0	0	874	0	0	339	0	0	0	0	3	0	719	0	43	19	785	46	0	0	0	12	0	0	0	0	0	0
ASV_34	0	0	0	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	126	199	0	28	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	75	0	0	972	0	0	120	0	0	0	0	0	1017	0	0	0	122	0	499	1189	6743	150	112	56	0	0	0	0	0	0	72	0	216	107	0	0	0	0	41	132	0	356	0	0	0	0	27	0	0	0	0	0	47	0	0	0	43	0	0	0	189	0	0	125	0	0	0	0	0	42	0	88	0	80	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1026	0	0	0	0	0	0	0	97	0	0	0	0	0	0	5610	133	288	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	42	0	0	2348	237	0	0	0	0	0	59	0	332	0	0	0	94	0	0	99	0	847	77	0	0	0	302	1791	58	289	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	5751	0	0	0	0	0	6222	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	393	0	150	0	0	0	202	949	381	127	0	0	0	0	0	0	1640	3	0	57	0	2015	0	0	2722	0	1192	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	28	0	0	0	0	35	0	0	22	0	0	0	0	0	0
ASV_38	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	928	0	124	41	0	0	0	0	0	0	0	37	0	0	0	115	0	0	0	0	0	0	0	0	0	53	1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7680	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	442	0	0	0	0	2	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_39	0	389	0	0	0	11	0	0	0	0	0	0	0	0	0	151	0	0	0	10629	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	103	6	0	0	0	0	0	0	0	0	612	0	10	0	0	0	0	0	0	0	92	0	0	0	0	0	0
ASV_40	22	76	73	0	0	179	0	7	20	0	0	0	0	389	8474	101	0	0	1676	20	20	0	0	0	0	0	0	0	11	0	31	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	95	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	338	20	0	0	0	0	1132	0	0	0	0	0	4	0	0	14	0	0	0	0	0	173	0	0	341	0	72	0	0	0	0	0	0	7	0	0	0	17	0	0	117	0	2858	0	2335	8	221	0	0	0	465	0	0	0	0	0	115	0	1559	0	0	0	45	0	0	0	0	145	888	18	0	0	67	43	76	74	0	0	0	0	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	10	0	97	0	8931	1153	0	0	0	385	51	102	0	0	0	0	0	0	0	0	0	0
ASV_43	0	0	0	0	0	0	0	0	0	125	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	0	11	0	0	31	0	0	0	0	0	142	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	71	0	0	6	0	0	0	8822	11	0	0	0	0	0	29	0	70	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	28	92	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	163	0	0	0	0	0	0	400	0	0	0	0	891	160	5349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_45	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	341	0	0	0	0	0	2228	134	0	0	0	0	0	0	146	26	0	0	0	0	0	0	0	0	910	0	81	0	17	0	0	0	0	20	0	0	0	0	0	0	200	0	1574	0	3309	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	34	0	0	0	0	496	0	0	0	0	0	75	140	109	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	191	0	2468	62	6340	633	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	691	0	0	0	0	0	0	0	90	0	0	0	0	0	0	2799	174	351	79	0	457	157	0	0	0	0	0	0	0	0	0	0	0	0	115	0	104	0	0	0	40	0	0	1770	560	0	0	95	0	0	0	0	0	0	0	0	349	0	0	0	0	66	346	0	0	0	95	730	0	220	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	145	0	3162	0	4264	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	606	548	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
ASV_49	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	747	626	0	0	0	0	0	0	0	53	0	0	1623	0	93	0	0	0	0	0	0	221	1231	0	0	503	0	0	0	0	0	459	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	4	68	0	277	0	0	171	593	0	0	0	0	0	0	0	0	0	0	0
ASV_50	9	85	0	0	0	0	0	0	0	0	0	0	0	1521	674	0	0	0	311	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	504	2854	761	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	304	27	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	441	0	0	0	0	0	8	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	986	0	0	0	0	0	152	243	0	3817	302	154	57	196	0	0	146	195	0	0	0	0	0	0	0	0	0	135	0	482	1000	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	100	0	17	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	53	0	0	0	0	0	0	89	0	0	0	0	283	94	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	7990	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	215	95	0	0	0	0	0	0	0	0	0	0	5729	0	0	0	0	0	0	0	0	262	0	0	0	232	0	0	0	0	0	0	108	0	0	0	578	0	48	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	178	0	0	0	281	55	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	24	0	0	0	0	10	0	10	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	3786	0	75	0	0	0	13	12	0	0	609	30	0	0	0	1280	0	604	0	0	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	292	0	89	0	0	128	627	0	0	0	0	0	3	0	0	0	0	0	0	0	5559	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7140	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	101	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	91	0	0	1177	279	0	0	0	0	0	299	1041	3510	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6814	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	37	0	0	0	0	58	0	508	0	0	0	150	34	0	0	0	0	0	260	0	0	0	48	3061	135	603	0	4	0	0	0	0	0	0	6	0	0	0	0	70	1806	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	327	0	0	0	0	0	2729	42	12	0	0	0	0	0	56	20	0	0	0	0	0	0	0	0	160	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	102	46	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	16	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2489	0	0	28	0	0	3393	0	0	0	0	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	37	24	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	198	0	0	0	0	0	3	4	0	21	0	0	0	0	29	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	97	0	114	0	0	0	0	173	0	21	0	0	0	4	0	0	4340	0	0	0	16	969	20	26	0	9	0	8	0	0	0	10	0	0	0	0	0	0	6
ASV_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	31	0	4756	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
