"","Fecha","Periodo","Transecto","Hora","Sitio","Planta","Polinizador","capturado.","Codigo.captura","Código.confirmado.","Flor.marcada.","Observaciones","X"
"6154","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x11 visitas, indi distintos",""
"6155","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x11 visitas, indi distintos",""
"6156","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x2 visitas, indi distintos, S",""
"6157","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x2 visitas, indi distintos, S",""
"6158","10/07/2023","5","2","13:20","13","Hypochaeris radicata","Syrphidae sp.","no","*=51303","","no","",""
"6159","10/07/2023","5","2","13:20","13","Erica cinerea","Bombus sp.","no","","","no","",""
"6160","10/07/2023","5","2","13:20","13","Lotus corniculatus","Syrphidae sp.","si","51306","si","","mismo indi",""
"6161","10/07/2023","5","2","13:20","13","Bellis perennis","Syrphidae sp.","si","51306","","","mismo indi",""
"6162","10/07/2023","5","2","13:20","13","Carduncellus mitissimus","Trichius cf. fasciatus","no","","","si","",""
"6163","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x3 visitas, mismo indi",""
"6164","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x3 visitas, mismo indi",""
"6165","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x3 visitas, mismo indi",""
"6166","10/07/2023","5","2","13:20","13","Lotus corniculatus","Lepidoptera sp.","no","","","no","M",""
"6167","10/07/2023","5","2","13:20","13","Pilosella officinarum","Macroglossum stellatarum","no","","","no","",""
"6168","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6169","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6170","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6171","10/07/2023","5","2","13:20","13","Medicago lupulina","Syrphidae sp.","no","","","no","x4 visitas, indi distintos",""
"6172","10/07/2023","5","2","13:20","13","Medicago lupulina","Syrphidae sp.","no","","","no","x4 visitas, indi distintos",""
"6173","10/07/2023","5","2","13:20","13","Medicago lupulina","Syrphidae sp.","no","","","no","x4 visitas, indi distintos",""
"6174","10/07/2023","5","2","13:20","13","Medicago lupulina","Syrphidae sp.","no","","","no","x4 visitas, indi distintos",""
"6175","10/07/2023","5","2","13:20","13","Medicago lupulina","Syrphidae sp.","no","","","no","negra",""
"6176","10/07/2023","5","2","13:20","13","Bellis perennis","Syrphidae sp.","no","","","no","",""
"6177","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, indi distintos",""
"6178","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, indi distintos",""
"6179","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, indi distintos",""
"6180","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, indi distintos",""
"6181","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, indi distintos",""
"6182","10/07/2023","5","2","13:20","13","Taraxacum officinale","Syrphidae sp.","no","","","no","",""
"6183","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6184","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6185","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6186","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6187","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6188","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x6 visitas, indi distintos",""
"6189","10/07/2023","5","2","13:20","13","Trifolium repens","Lucilia sp.","no","","","no","negra, rojo abdomen",""
"6190","10/07/2023","5","2","13:20","13","Lotus corniculatus","Bombus sp.","no","","","no","",""
"6191","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","",""
"6192","10/07/2023","5","2","13:20","13","Eryngium bourgatii","Diptera sp.","no","","","no","L",""
"6193","10/07/2023","5","2","13:20","13","Eryngium bourgatii","Aglais sp.","no","","","no","mismo indi",""
"6194","10/07/2023","5","2","13:20","13","Thymus praecox ssp. polytrichus","Aglais sp.","no","","","no","mismo indi",""
"6195","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6196","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6197","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6198","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6199","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6200","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6201","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6202","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6203","10/07/2023","5","2","13:20","13","Bellis perennis","Lucilia sp.","no","","","no","x9 visitas, indi distintos",""
"6204","10/07/2023","5","2","13:20","13","Taraxacum officinale","Lucilia sp.","no","","","no","",""
"6205","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x4 visitas, indi distiintos, XS",""
"6206","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x4 visitas, indi distiintos, XS",""
"6207","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x4 visitas, indi distiintos, XS",""
"6208","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x4 visitas, indi distiintos, XS",""
"6209","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6210","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6211","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6212","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6213","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6214","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6215","10/07/2023","5","2","13:20","13","Bellis perennis","Diptera sp.","no","","","no","x7 visitas, indi distintos, S",""
"6216","10/07/2023","5","2","13:20","13","Eryngium bourgatii","Eristalis sp.","no","","","no","",""
"6217","10/07/2023","5","2","13:20","13","Chamaemelum nobile","Diptera sp.","no","","","no","",""
"6218","10/07/2023","5","2","13:20","13","Hypochaeris radicata","Diptera sp.","no","","","no","",""
"6219","10/07/2023","5","2","13:20","13","Galium pinetorum","Sphaerophoria scripta","no","","","no","",""
"6220","10/07/2023","5","2","13:20","13","Bellis perennis","Sphaerophoria scripta","no","","","no","x2 visitas, indi distintos",""
"6221","10/07/2023","5","2","13:20","13","Bellis perennis","Sphaerophoria scripta","no","","","no","x2 visitas, indi distintos",""
"6222","10/07/2023","5","2","13:20","13","Bellis perennis","Eristalis sp.","no","","","no","",""
"6223","10/07/2023","5","2","13:20","13","Sherardia arvensis","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6224","10/07/2023","5","2","13:20","13","Sherardia arvensis","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6225","10/07/2023","5","2","13:20","13","Sherardia arvensis","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6226","10/07/2023","5","2","13:20","13","Eryngium bourgatii","Aglais cf. urticae","no","","","no","",""
"6227","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x5 visitas, indi distintos, XS",""
"6228","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x5 visitas, indi distintos, XS",""
"6229","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x5 visitas, indi distintos, XS",""
"6230","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x5 visitas, indi distintos, XS",""
"6231","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x5 visitas, indi distintos, XS",""
"6232","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6233","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6234","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6235","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6236","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6237","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6238","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","no","","","no","x7 visitas, indi distintos",""
"6239","10/07/2023","5","3","15:35","13","Taraxacum officinale","Diptera sp.","no","","","no","",""
"6240","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Diptera sp.","si","51307","si","no","",""
"6241","10/07/2023","5","3","15:35","13","Bellis perennis","Eristalis sp.","no","","","no","",""
"6242","10/07/2023","5","3","15:35","13","Cerastium fontanum","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6243","10/07/2023","5","3","15:35","13","Cerastium fontanum","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6244","10/07/2023","5","3","15:35","13","Cerastium fontanum","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6245","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","si","51308","si","no","x2 visitas, indi distintos",""
"6246","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51308","","no","x2 visitas, indi distintos",""
"6247","10/07/2023","5","3","15:35","13","Sedum anglicum","Lucilia sp.","no","","","no","",""
"6248","10/07/2023","5","3","15:35","13","Sedum anglicum","Diptera sp.","no","","","no","",""
"6249","10/07/2023","5","3","15:35","13","Sherardia arvensis","Diptera sp.","no","*=51303","","no","",""
"6250","10/07/2023","5","3","15:35","13","Bellis perennis","Sphaerophoria scripta","no","","","no","x2 visitas, indi distintos",""
"6251","10/07/2023","5","3","15:35","13","Bellis perennis","Sphaerophoria scripta","no","","","no","x2 visitas, indi distintos",""
"6252","10/07/2023","5","3","15:35","13","Sherardia arvensis","Sphaerophoria scripta","no","","","no","",""
"6253","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","",""
"6254","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lucilia sp.","no","","","no","",""
"6255","10/07/2023","5","3","15:35","13","Medicago lupulina","Lucilia sp.","no","","","no","",""
"6256","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Lucilia sp.","no","","","no","",""
"6257","10/07/2023","5","3","15:35","13","Hypochaeris radicata","Diptera sp.","no","","","no","",""
"6258","10/07/2023","5","3","15:35","13","Pilosella officinarum","Lepidoptera sp.","no","","","no","grande, amarillo",""
"6259","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6260","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6261","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6262","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6263","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6264","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6265","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6266","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6267","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6268","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6269","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6270","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6271","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6272","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6273","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6274","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6275","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6276","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6277","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6278","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6279","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6280","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6281","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6282","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6283","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6284","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6285","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6286","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6287","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6288","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6289","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6290","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6291","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","","","no","x33 visitas, indi distintos",""
"6292","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lasioglossum sp.","no","","","no","x5 visitas, mismo indi",""
"6293","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lasioglossum sp.","no","","","no","x5 visitas, mismo indi",""
"6294","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lasioglossum sp.","no","","","no","x5 visitas, mismo indi",""
"6295","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lasioglossum sp.","no","","","no","x5 visitas, mismo indi",""
"6296","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Lasioglossum sp.","no","","","no","x5 visitas, mismo indi",""
"6297","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Diptera sp.","no","","","no","x2 visitas, indi distintos",""
"6298","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Diptera sp.","no","","","no","x2 visitas, indi distintos",""
"6299","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6300","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6301","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x3 visitas, indi distintos",""
"6302","10/07/2023","5","3","15:35","13","Geranium molle","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6303","10/07/2023","5","3","15:35","13","Geranium molle","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6304","10/07/2023","5","3","15:35","13","Geranium molle","Syrphidae sp.","no","","","no","x3 visitas, mismo indi",""
"6305","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6306","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6307","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6308","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6309","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6310","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6311","10/07/2023","5","3","15:35","13","Bellis perennis","Lucilia sp.","no","","","no","x7 visitas, indi distintos",""
"6312","10/07/2023","5","3","15:35","13","Carduncellus mitissimus","Eristalis sp.","no","","","no","",""
"6313","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis sp.","no","","","no","x5 visitas, indi distintos",""
"6314","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis sp.","no","","","no","x5 visitas, indi distintos",""
"6315","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis sp.","no","","","no","x5 visitas, indi distintos",""
"6316","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis sp.","no","","","no","x5 visitas, indi distintos",""
"6317","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis sp.","no","","","no","x5 visitas, indi distintos",""
"6318","10/07/2023","5","3","15:35","13","Sherardia arvensis","Syrphidae sp.","no","","","no","x2 visitas, indi distintos",""
"6319","10/07/2023","5","3","15:35","13","Sherardia arvensis","Syrphidae sp.","no","","","no","x2 visitas, indi distintos",""
"6320","10/07/2023","5","3","15:35","13","Medicago lupulina","Diptera sp.","no","","","no","x3 visitas, indi distintos",""
"6321","10/07/2023","5","3","15:35","13","Medicago lupulina","Diptera sp.","no","","","no","x3 visitas, indi distintos",""
"6322","10/07/2023","5","3","15:35","13","Medicago lupulina","Diptera sp.","no","","","no","x3 visitas, indi distintos",""
"6323","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Diptera sp.","no","","","no","L",""
"6324","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6325","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6326","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6327","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6328","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6329","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6330","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6331","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6332","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6333","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","","","no","x10 visitas, indi distintos",""
"6334","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51303","","no","x4 visitas, indi distintos",""
"6335","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51303","","no","x4 visitas, indi distintos",""
"6336","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51303","","no","x4 visitas, indi distintos",""
"6337","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51303","","no","x4 visitas, indi distintos",""
"6338","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Syrphidae sp.","no","","","no","",""
"6339","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Diptera sp.","no","*=51303","","no","x2 visitas, indi distintos",""
"6340","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Diptera sp.","no","*=51303","","no","x2 visitas, indi distintos",""
"6341","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Diptera sp.","no","","","no","x2 visitas, indi distintos",""
"6342","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Diptera sp.","no","","","no","x2 visitas, indi distintos",""
"6343","10/07/2023","5","3","15:35","13","Lotus corniculatus","Hesperiidae sp.","no","","","no","""skipper butterfly""",""
"6344","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x3 visitas, mismo indi 1",""
"6345","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x3 visitas, mismo indi 1",""
"6346","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x3 visitas, mismo indi 1",""
"6347","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, mismo indi 2",""
"6348","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, mismo indi 2",""
"6349","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, mismo indi 2",""
"6350","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, mismo indi 2",""
"6351","10/07/2023","5","3","15:35","13","Thymus praecox ssp. polytrichus","Eristalis cf. tenax","no","","","no","x5 visitas, mismo indi 2",""
"6352","10/07/2023","5","3","15:35","13","Bellis perennis","Eristalis cf. tenax","no","","","no","mismo indi 2",""
"6353","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Lucilia sp.","no","","","no","azul",""
"6354","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","si","51309","no","no","x2 visitas, mismo indi SPECIMEN DAMAGED, ID impossible.",""
"6355","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","si","51309","","no","x2 visitas, mismo indi",""
"6356","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51309","","no","x2 visitas, indi distintos",""
"6357","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51309","","no","x2 visitas, indi distintos",""
"6358","10/07/2023","5","3","15:35","13","Eryngium bourgatii","Eristalis sp.","no","","","no","",""
"6359","10/07/2023","5","3","15:35","13","Eryngium bourgatii","Lucilia sp.","no","","","no","",""
"6360","10/07/2023","5","3","15:35","13","Bellis perennis","Sphaerophoria scripta","si","51310","si","no","",""
"6361","10/07/2023","5","3","15:35","13","Chamaemelum nobile","Diptera sp.","no","","","no","",""
"6362","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","si","51311","si","no","x2 visitas, indi distintos",""
"6363","10/07/2023","5","3","15:35","13","Bellis perennis","Diptera sp.","no","*=51311","","no","x2 visitas, indi distintos",""
"6364","10/07/2023","5","3","15:35","13","Bellis perennis","Syrphidae sp.","no","","","no","x2 visitas, mismo indi",""
"6365","10/07/2023","5","3","15:35","13","Bellis perennis","Syrphidae sp.","no","","","no","x2 visitas, mismo indi",""
"6366","10/07/2023","5","3","15:35","13","Trifolium repens","Apis mellifera","no","","","no","",""
"6367","10/07/2023","5","1","11:05","14","Linaria propinqua","Anthophila sp.","si","51401","si","no","x2 visitas, mismo indi, abeja abdomen grande pelos blancos",""
"6368","10/07/2023","5","1","11:05","14","Linaria propinqua","Anthophila sp.","si","51401","","no","x2 visitas, mismo indi, abeja abdomen grande pelos blancos",""
"6369","10/07/2023","5","1","11:05","14","Trifolium repens","Bombus (Bombus) sp.","no","","","no","",""
"6370","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6371","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6372","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6373","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6374","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6375","10/07/2023","5","1","11:05","14","Bellis perennis","Lucilia sp.","no","","","no","x6 visitas, indi distintos",""
"6376","10/07/2023","5","1","11:05","14","Bellis perennis","Micrandrena sp. cf.","si","51402","si","no","abeja negra enana >1cm",""
"6377","10/07/2023","5","1","11:05","14","Bellis perennis","Sphaerophoria scripta","no","*=51403","","no","x2 visitas, mismo indi",""
"6378","10/07/2023","5","1","11:05","14","Bellis perennis","Sphaerophoria scripta","no","*=51403","","no","x2 visitas, mismo indi",""
"6379","10/07/2023","5","1","11:05","14","Bellis perennis","Sphaerophoria scripta","no","*=51406","","no","otra species",""
"6380","10/07/2023","5","1","11:05","14","Prunella vulgaris","Bombus pascuorum","si","","","no","RNA, x3 visitas, mismo indi",""
"6381","10/07/2023","5","1","11:05","14","Prunella vulgaris","Bombus pascuorum","si","","","no","RNA, x3 visitas, mismo indi",""
