"","Fecha","Periodo","Transecto","Hora","Sitio","Planta","Polinizador","capturado.","Codigo.captura","Código.confirmado.","Flor.marcada.","Observaciones","X"
"922","03/05/2023","3","3","15:35","2","Taraxacum officinale","Coleoptera sp.","","*=3220","","","mismo indiv.",""
"923","03/05/2023","3","3","15:35","2","Taraxacum officinale","Coleoptera sp.","","*=3220","","","mismo indiv.",""
"924","04/05/2023","3","1","11:10","3","Potentilla montana","Syrphidae sp.","","","","","",""
"925","04/05/2023","3","1","11:10","3","Helleborus viridis","Halictus sp. cf.","si","30301","si","","",""
"926","04/05/2023","3","1","11:10","3","Lathyrus linifolius","Bombus sp.","","","","","",""
"927","04/05/2023","3","1","11:10","3","Potentilla montana","Diptera sp.","si","30302","si","","",""
"928","04/05/2023","3","2","13:05","3","Potentilla montana","Diptera sp.","","","","","very small",""
"929","04/05/2023","3","2","13:05","3","Ranunculus tuberosus","Lasioglossum sp.","","","","","very small",""
"930","04/05/2023","3","2","13:05","3","Ranunculus tuberosus","Lepidoptera sp.","si","30303","si","","",""
"931","04/05/2023","3","2","13:05","3","Pilosella officinarum","Coleoptera sp.","","*=30312","","","shiny green",""
"932","04/05/2023","3","2","13:05","3","Hippocrepis comosa","Megachilidae sp.","si","30304","si","","",""
"933","04/05/2023","3","2","13:05","3","Potentilla erecta","Lasioglossum sp.","si","30305","si","","",""
"934","04/05/2023","3","3","15:35","3","Potentilla erecta","Lasioglossum sp.","si","30306","si","","",""
"935","04/05/2023","3","3","15:35","3","Potentilla erecta","Coleoptera sp.","","","","","xs",""
"936","04/05/2023","3","3","15:35","3","Potentilla montana","Lasioglossum sp.","si","30307","si","","",""
"937","04/05/2023","3","3","15:35","3","Potentilla montana","Lasioglossum sp.","","*=30307","","","",""
"938","04/05/2023","3","3","15:35","3","Potentilla erecta","Lasioglossum sp.","si","*=30308","","","",""
"939","04/05/2023","3","3","15:35","3","Potentilla erecta","Lasioglossum sp.","si","30308","si","","",""
"940","04/05/2023","3","3","15:35","3","Ranunculus tuberosus","Lasioglossum sp.","si","30309","si","","",""
"941","04/05/2023","3","3","15:35","3","Potentilla montana","Hymenoptera sp.","","","","","",""
"942","04/05/2023","3","3","15:35","3","Potentilla montana","Hymenoptera sp.","si","30310","si","","",""
"943","04/05/2023","3","3","15:35","3","Potentilla erecta","Diptera sp.","si","30311","si","","",""
"944","04/05/2023","3","3","15:35","3","Potentilla erecta","Coleoptera sp.","si","30312","si","","xs",""
"945","04/05/2023","3","1","11:20","4","Scilla verna","Lepidoptera sp.","","","","","",""
"946","04/05/2023","3","1","11:20","4","Potentilla montana","Coleoptera sp.","si","3401","si","","",""
"947","04/05/2023","3","1","11:20","4","Stellaria holostea","Nomada sp.","si","3402","si","","",""
"948","04/05/2023","3","2","13:00","4","Stellaria holostea","Diptera sp.","","","","","Diptera pequeño PT5",""
"949","04/05/2023","3","2","13:00","4","Stellaria holostea","Diptera sp.","","","","","",""
"950","04/05/2023","3","2","13:00","4","Pilosella officinarum","Diptera sp.","si","3403","si","","",""
"951","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","mismo indivi.",""
"952","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","",""
"953","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","",""
"954","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","",""
"955","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","",""
"956","04/05/2023","3","2","13:00","4","Crataegus monogyna","Apis mellifera","","","","","",""
"957","04/05/2023","3","2","13:00","4","Pilosella officinarum","Eupeodes sp.","","","","","",""
"958","04/05/2023","3","3","15:30","4","Stellaria holostea","Diptera sp.","si","3404","si","","",""
"959","04/05/2023","3","3","15:30","4","Stellaria holostea","Coleoptera sp.","si","3405","si","","",""
"960","04/05/2023","3","3","15:30","4","Stellaria holostea","Coleoptera sp.","","","","","",""
"961","04/05/2023","3","3","15:30","4","Lotus corniculatus","Coleoptera sp.","si","3406","si","","",""
"962","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","mismo indivi, no se exactamente las flores",""
"963","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","",""
"964","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","",""
"965","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","",""
"966","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","",""
"967","04/05/2023","3","3","15:30","4","Genista hispanica ssp. occidentalis","Apis mellifera","","","","","",""
"968","04/05/2023","3","3","15:30","4","Stellaria holostea","Formicidae sp.","si","3407","si","","",""
"969","04/05/2023","3","3","15:30","4","Lotus corniculatus","Hymenoptera sp.","si","3408","si","","2 flores del misma influorescensia",""
"970","04/05/2023","3","3","15:30","4","Lotus corniculatus","Hymenoptera sp.","si","3408","","","2 flores del misma influorescensia",""
"971","05/05/2023","3","1","10:55","5","Potentilla erecta","Lasioglossum sp.","si","30501","si","","",""
"972","05/05/2023","3","1","10:55","5","Taraxacum officinale","Lasioglossum sp.","si","30502","si","","",""
"973","05/05/2023","3","1","10:55","5","Lathyrus linifolius","Bombus sp.","","","","","",""
"974","05/05/2023","3","1","10:55","5","Taraxacum officinale","Andrena sp. cf.","si","30503","si","","",""
"975","05/05/2023","3","1","10:55","5","Taraxacum officinale","Lasioglossum sp.","si","30504","si","","",""
"976","05/05/2023","3","1","10:55","5","Taraxacum officinale","Lasioglossum sp.","","","","","",""
"977","05/05/2023","3","1","10:55","5","Taraxacum officinale","Macroglossum stellatarum","","","","","mismo indiv, mismo flor",""
"978","05/05/2023","3","1","10:55","5","Taraxacum officinale","Macroglossum stellatarum","","","","","",""
"979","05/05/2023","3","1","10:55","5","Taraxacum officinale","Macroglossum stellatarum","","","","","",""
"980","05/05/2023","3","1","10:55","5","Taraxacum officinale","Macroglossum stellatarum","","","","","",""
"981","05/05/2023","3","1","10:55","5","Taraxacum officinale","Andrena sp.","","","","","M",""
"982","05/05/2023","3","1","10:55","5","Ranunculus sp.","Diptera sp.","","","","","L",""
"983","05/05/2023","3","2","13:00","5","Scilla verna","Diptera sp.","","","","","S",""
"984","05/05/2023","3","2","13:00","5","Potentilla erecta","Lasioglossum sp.","","*=30501","","","plus , 30502",""
"985","05/05/2023","3","2","13:00","5","Taraxacum officinale","Andrena sp.","si","30505","si","","",""
"986","05/05/2023","3","2","13:00","5","Bellis perennis","Diptera sp.","","","","","",""
"987","05/05/2023","3","2","13:00","5","Euphorbia dulcis","Vespidae sp.","si","30506","si","","",""
"988","05/05/2023","3","2","13:00","5","Euphorbia dulcis","Formicidae sp.","","","","","",""
"989","05/05/2023","3","2","13:00","5","Potentilla erecta","Diptera sp.","","","","","S",""
"990","05/05/2023","3","3","15:30","5","Potentilla erecta","Diptera sp.","si","30507","si","","M",""
"991","05/05/2023","3","3","15:30","5","Taraxacum officinale","Diptera sp.","si","30508","si","","S",""
"992","05/05/2023","3","3","15:30","5","Taraxacum officinale","Formicidae sp.","si","30509","si","","",""
"993","05/05/2023","3","3","15:30","5","Scilla verna","Diptera sp.","si","30510","si","","alargado",""
"994","05/05/2023","3","3","15:30","5","Taraxacum officinale","Formicidae sp.","","*=30509","","","",""
"995","05/05/2023","3","3","15:30","5","Potentilla erecta","Eristalis sp.","si","30511","si","","",""
"996","05/05/2023","3","3","15:30","5","Scilla verna","Coleoptera sp.","","","","","S, alargado",""
"997","05/05/2023","3","3","15:30","5","Taraxacum officinale","Lasioglossum sp.","","","","","",""
"998","05/05/2023","3","3","15:30","5","Scilla verna","Diptera sp.","si","30512","si","","S, alargado",""
"999","05/05/2023","3","3","15:30","5","Scilla verna","Diptera sp.","","*=30510","","","S, alargado",""
"1000","05/05/2023","3","3","15:30","5","Potentilla erecta","Lasioglossum sp.","","","","","",""
"1001","05/05/2023","3","3","15:30","5","Ranunculus sp.","Lasioglossum sp.","","","","","",""
"1002","05/05/2023","3","3","15:30","5","Ranunculus sp.","Formicidae sp.","si","30514","","","",""
"1003","05/05/2023","3","3","15:30","5","Ranunculus sp.","Andrena sp.","si","30513","si","","",""
"1004","05/05/2023","3","3","15:30","5","Potentilla erecta","Formicidae sp.","","*=30514","","","",""
"1005","05/05/2023","3","1","11:00","6","Potentilla erecta","Syrphidae sp.","","","","","amarillo y negro, rayado",""
"1006","05/05/2023","3","1","11:00","6","Potentilla erecta","Diptera sp.","si","3601","si","","mosca",""
"1007","05/05/2023","3","1","11:00","6","Potentilla erecta","Formicidae sp.","si","3602","si","","",""
"1008","05/05/2023","3","2","13:20","6","Scilla verna","Hymenoptera sp.","","","","","",""
"1009","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","","","","",""
"1010","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","si","3603","si","","",""
"1011","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1012","05/05/2023","3","2","13:20","6","Potentilla erecta","Anthophila sp.","","","","","cf Lasioglossum sp.",""
"1013","05/05/2023","3","2","13:20","6","Scilla verna","Andrena sp.","si","3604","si","","cf",""
"1014","05/05/2023","3","2","13:20","6","Scilla verna","Andrena sp.","","*=3604","","","mismo indiv",""
"1015","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1016","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1017","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1018","05/05/2023","3","2","13:20","6","Scilla verna","Hymenoptera sp.","","","","","",""
"1019","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1020","05/05/2023","3","2","13:20","6","Scilla verna","Diptera sp.","","*=3603","","","",""
"1021","05/05/2023","3","2","13:20","6","Scilla verna","Coleoptera sp.","","","","","",""
"1022","05/05/2023","3","2","13:20","6","Potentilla erecta","Hymenoptera sp.","si","3606","si","","",""
"1023","05/05/2023","3","3","15:40","6","Potentilla erecta","Formicidae sp.","","*=3602","","","",""
"1024","05/05/2023","3","3","15:40","6","Potentilla erecta","Formicidae sp.","","*=3602","","","",""
"1025","05/05/2023","3","3","15:40","6","Scilla verna","Hymenoptera sp.","si","3607","si","","",""
"1026","05/05/2023","3","3","15:40","6","Scilla verna","Hymenoptera sp.","","*=3607","","","mismo individo",""
"1027","05/05/2023","3","3","15:40","6","Potentilla erecta","Andrena sp.","","","","","",""
"1028","05/05/2023","3","3","15:40","6","Potentilla erecta","Formicidae sp.","si","3602","","","",""
"1029","05/05/2023","3","3","15:40","6","Potentilla erecta","Lasioglossum sp.","si","3608","si","","",""
"1030","05/05/2023","3","3","15:40","6","Potentilla erecta","Lasioglossum sp.","","*=3608","","","mismo individo",""
"1031","05/05/2023","3","3","15:40","6","Potentilla erecta","Eristalis sp.","si","3609","si","","",""
"1032","05/05/2023","3","3","15:40","6","Scilla verna","Andrena sp.","si","3605","si","","",""
"1033","08/05/2023","3","1","11:00","7","Ranunculus repens","Diptera sp.","si","30701","si","","",""
"1034","08/05/2023","3","1","11:00","7","Ranunculus repens","Diptera sp.","si","30702","si","","",""
"1035","08/05/2023","3","1","11:00","7","Ranunculus repens","Coleoptera sp.","si","30703","si","","",""
"1036","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","https://www.inaturalist.org/observations/155447367",""
"1037","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1038","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1039","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1040","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1041","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1042","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1043","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1044","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1045","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1046","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1047","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1048","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1049","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1050","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1051","08/05/2023","3","1","11:00","7","Ranunculus repens","Coleoptera sp.","no","*=30703","","","",""
"1052","08/05/2023","3","1","11:00","7","Taraxacum officinale","Diptera sp.","no","","","","",""
"1053","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bombus sp.","si","30704","si","","",""
"1054","08/05/2023","3","1","11:00","7","Bellis perennis","Diptera sp.","si","30705","si","","",""
"1055","08/05/2023","3","1","11:00","7","Ranunculus repens","Diptera sp.","no","*=30702","","","",""
"1056","08/05/2023","3","1","11:00","7","Ranunculus repens","Coleoptera sp.","no","*=30703","","","",""
"1057","08/05/2023","3","1","11:00","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1058","08/05/2023","3","1","11:00","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1059","08/05/2023","3","1","11:00","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1060","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1061","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1062","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1063","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1064","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1065","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1066","08/05/2023","3","1","11:00","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1067","08/05/2023","3","2","13:15","7","Veronica sp.","Hymenoptera sp.","si","30706","si","","",""
"1068","08/05/2023","3","2","13:15","7","Ranunculus repens","Anthophila sp.","no","","","","",""
"1069","08/05/2023","3","2","13:15","7","Taraxacum officinale","Andrena sp.","si","30707","si","","",""
"1070","08/05/2023","3","2","13:15","7","Bellis perennis","Lasioglossum sp.","si","30708","si","","",""
"1071","08/05/2023","3","2","13:15","7","Taraxacum officinale","Diptera sp.","si","30709","si","","",""
"1072","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","small, shiny",""
"1073","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1074","08/05/2023","3","2","13:15","7","Bellis perennis","Syrphidae sp.","no","","","","",""
"1075","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1076","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1077","08/05/2023","3","2","13:15","7","Ranunculus repens","Diptera sp.","no","","","","",""
"1078","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1079","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1080","08/05/2023","3","2","13:15","7","Ranunculus repens","Diptera sp.","si","30710","si","","",""
"1081","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1082","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1083","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1084","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1085","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1086","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1087","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1088","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1089","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1090","08/05/2023","3","2","13:15","7","Bellis perennis","Diptera sp.","no","","","","",""
"1091","08/05/2023","3","2","13:15","7","Bellis perennis","Hymenoptera sp.","si","30711","si","","",""
"1092","08/05/2023","3","2","13:15","7","Taraxacum officinale","Bombus sp.","si","30712","si","","",""
"1093","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1094","08/05/2023","3","2","13:15","7","Ajuga reptans","Bombus sp.","si","30713","si","","",""
"1095","08/05/2023","3","2","13:15","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1096","08/05/2023","3","2","13:15","7","Crataegus monogyna","Bombus (Bombus) sp.","no","","","","",""
"1097","08/05/2023","3","2","13:15","7","Ranunculus repens","Hymenoptera sp.","si","30714","si","","",""
"1098","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1099","08/05/2023","3","3","15:30","7","Taraxacum officinale","Diptera sp.","no","*=30705","","","",""
"1100","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","si","30715","si","","",""
"1101","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1102","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1103","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1104","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1105","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1106","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1107","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1108","08/05/2023","3","3","15:30","7","Crataegus monogyna","Bombus (Bombus) sp.","no","","","","multiple visits",""
"1109","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1110","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1111","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1112","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1113","08/05/2023","3","3","15:30","7","Crataegus monogyna","Diptera sp.","no","","","","",""
"1114","08/05/2023","3","3","15:30","7","Crataegus monogyna","Diptera sp.","no","","","","",""
"1115","08/05/2023","3","3","15:30","7","Crataegus monogyna","Bibio sp.","no","","","","",""
"1116","08/05/2023","3","3","15:30","7","Crataegus monogyna","Diptera sp.","no","","","","",""
"1117","08/05/2023","3","3","15:30","7","Ranunculus repens","Diptera sp.","no","*=30705","","","M",""
"1118","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1119","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1120","08/05/2023","3","3","15:30","7","Bellis perennis","Syrphidae sp.","si","30716","si","","",""
"1121","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1122","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1123","08/05/2023","3","3","15:30","7","Bellis perennis","Diptera sp.","no","*=30705","","","",""
"1124","08/05/2023","3","3","15:30","7","Ranunculus repens","Formicidae sp.","no","","","","",""
"1125","08/05/2023","3","3","15:30","7","Crataegus monogyna","Diptera sp.","no","","","","small, shiny",""
"1126","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1127","08/05/2023","3","3","15:30","7","Crataegus monogyna","Apis mellifera","no","","","","",""
"1128","08/05/2023","3","1","11:00","8","Potentilla erecta","Diptera sp.","si","3801","si","","mosca",""
"1129","08/05/2023","3","1","11:00","8","Potentilla erecta","Formicidae sp.","si","3802","si","","",""
"1130","08/05/2023","3","1","11:00","8","Potentilla erecta","Diptera sp.","si","3803","si","","mosca",""
"1131","08/05/2023","3","1","11:00","8","Potentilla erecta","Diptera sp.","si","3804","si","","pequeño",""
"1132","08/05/2023","3","1","11:00","8","Potentilla erecta","Formicidae sp.","si","3805","si","","",""
"1133","08/05/2023","3","1","11:00","8","Potentilla erecta","Formicidae sp.","si","3807","si","","",""
"1134","08/05/2023","3","1","11:00","8","Potentilla erecta","Anthophila sp.","si","3806","si","","abeja pequeña negra",""
"1135","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1136","08/05/2023","3","2","13:10","8","Potentilla erecta","Syrphidae sp.","si","3809","si","","",""
"1137","08/05/2023","3","2","13:10","8","Scilla verna","Diptera sp.","no","*=3810","","","Diptero pequeño de siempre ""oscerito""",""
"1138","08/05/2023","3","2","13:10","8","Scilla verna","Diptera sp.","si","3810","si","","misma, scilla 2 moscas",""
"1139","08/05/2023","3","2","13:10","8","Scilla verna","Diptera sp.","no","*=3810","","","misma, scilla 2 moscas",""
"1140","08/05/2023","3","2","13:10","8","Scilla verna","Diptera sp.","no","*=3810","","","",""
"1141","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1142","08/05/2023","3","2","13:10","8","Potentilla erecta","Hymenoptera sp.","no","","","","",""
"1143","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1144","08/05/2023","3","2","13:10","8","Potentilla erecta","Hymenoptera sp.","si","3811","si","","",""
"1145","08/05/2023","3","2","13:10","8","Potentilla erecta","Hymenoptera sp.","no","*=3811","","","mismo indiv., vistitas muy cortitas",""
"1146","08/05/2023","3","2","13:10","8","Potentilla erecta","Andrena sp.","si","3812","","","",""
"1147","08/05/2023","3","2","13:10","8","Potentilla erecta","Andrena sp.","no","*=3812","","","mismo indiv.",""
"1148","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1149","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1150","08/05/2023","3","2","13:10","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1151","08/05/2023","3","2","13:10","8","Potentilla erecta","Diptera sp.","no","*=3810","","","",""
"1152","08/05/2023","3","2","13:10","8","Potentilla erecta","Lepidoptera sp.","no","","","","Was given code, but was repeated code, no specimen found in collection (OG code: 3812)",""
"1153","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1154","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1155","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","si","3813","si","","",""
"1156","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","si","3814","si","","mismo indiv",""
"1157","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","no","*=3814","","","mismo indiv",""
"1158","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","no","*=3814","","","mismo indiv",""
"1159","08/05/2023","3","3","15:35","8","Scilla verna","Diptera sp.","no","*=3810","","","",""
"1160","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1161","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1162","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1163","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1164","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","no","*=3814","","","",""
"1165","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","no","*=3814","","","",""
"1166","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1167","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","",""
"1168","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","",""
"1169","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1170","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1171","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","",""
"1172","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1173","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1174","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","*=3807","","","",""
"1175","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","",""
"1176","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","",""
"1177","08/05/2023","3","3","15:35","8","Potentilla erecta","Hymenoptera sp.","si","3815","si","","",""
"1178","08/05/2023","3","3","15:35","8","Potentilla erecta","Lepidoptera sp.","si","3816","si","","Polilla",""
"1179","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1180","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1181","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1182","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1183","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1184","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1185","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1186","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1187","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1188","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1189","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1190","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1191","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
"1192","08/05/2023","3","3","15:35","8","Potentilla erecta","Formicidae sp.","no","","","","Vistas de hormigas negras (2 especies *=3807 y una más pequeña)",""
