	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1190	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1191	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1192	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1193	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1194	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1195	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1196	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1197	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Trametes	s__versicolor
ASV_1198	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1199	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Nectriella	NA
ASV_1200	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1201	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1202	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Sporocadaceae	g__Sporocadus	s__microcyclus
ASV_1203	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__clemensii
ASV_1204	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1205	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1206	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1207	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1208	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1209	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1210	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1211	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1212	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Sporocadaceae	g__Pestalotiopsis	s__rhododendri
ASV_1213	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1214	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1215	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1216	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1217	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1218	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__infraolivaceus
ASV_1219	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_1220	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1221	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1222	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1223	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Entomortierella	s__parvispora
ASV_1224	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1225	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1226	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1227	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1228	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1229	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1230	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Dichotomopilus	s__indicus
ASV_1231	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1232	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1233	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1234	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1235	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1236	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1237	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1238	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1239	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1240	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1241	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1242	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Cephalothecales	f__Cephalothecaceae	g__Phialemonium	NA
ASV_1243	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1244	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1245	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1246	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1247	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1248	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1249	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1250	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1251	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1252	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1253	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1254	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1255	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1256	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1257	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1258	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1259	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1260	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1261	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1262	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1263	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1264	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1265	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1266	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	NA	NA	NA
ASV_1267	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1268	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1269	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1270	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1271	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1272	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1273	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1274	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1275	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1276	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1277	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1278	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1279	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1280	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1281	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1282	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1283	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1284	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1285	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1286	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1287	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1288	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizellaceae	g__Chalara	s__pseudoaffinis
ASV_1289	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1290	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1291	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1292	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1293	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1294	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1295	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1296	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1297	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1298	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1299	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1300	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1301	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1302	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1303	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1304	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1305	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1306	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1307	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1308	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1309	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__nalgiovense
ASV_1310	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1311	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1312	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1313	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__alternata
ASV_1314	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1315	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1316	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1317	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1318	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Myrmecridiales	f__Myrmecridiaceae	g__Myrmecridium	NA
ASV_1319	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1320	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1321	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__summerbellii
ASV_1322	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1323	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1324	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Leptobacillium	s__leptobactrum
ASV_1325	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1326	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1327	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1328	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1329	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	NA
ASV_1330	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Urocystidales	f__Urocystidaceae	g__Urocystis	NA
ASV_1331	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1332	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__intermedia
ASV_1333	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1334	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	NA	NA
ASV_1335	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1336	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1337	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1338	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1339	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1340	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1341	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__africana
ASV_1342	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1343	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1344	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1345	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1346	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1347	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1348	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	NA
ASV_1349	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1350	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1351	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1352	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1353	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1354	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Junewangiaceae	g__Sporidesmiella	s__pini
ASV_1356	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1357	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_1358	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1359	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1360	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Acremonium	s__alternatum
ASV_1361	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	NA	NA	NA
ASV_1362	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1363	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1364	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1365	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1366	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1367	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1368	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1369	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	NA
ASV_1370	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1371	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1372	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1373	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1374	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1375	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1376	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1377	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1378	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1379	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1380	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1381	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_1382	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1383	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1384	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1385	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1386	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1387	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1388	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1389	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__multicolor
ASV_1390	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1391	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1392	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1393	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1394	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1395	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1396	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1397	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1398	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1399	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1400	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1401	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1402	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1403	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1404	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1405	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1406	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1407	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__varroae
ASV_1408	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1409	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1410	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASV_1411	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1412	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1413	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1414	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1415	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1416	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1417	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1418	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Buckleyzymales	f__Buckleyzymaceae	g__Buckleyzyma	s__aurantiaca
ASV_1419	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1420	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1421	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1422	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__neotritici
ASV_1423	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1424	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1425	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1426	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1427	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1428	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1429	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1430	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA
ASV_1431	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1432	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1433	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1434	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1435	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1436	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1437	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1438	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__lanosum
ASV_1439	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1440	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1441	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1442	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1443	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1444	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1445	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1446	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1447	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_1448	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1449	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__raffinophilum
ASV_1450	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1451	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1452	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	s__dehoogii
ASV_1453	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1454	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricales_fam_Incertae_sedis	g__Panaeolina	s__foenisecii
ASV_1455	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASV_1456	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1457	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
ASV_1458	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1459	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1460	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1461	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1462	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1463	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__pseudodigitata
ASV_1464	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	s__cygneicollum
ASV_1465	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1466	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1467	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1468	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1469	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1470	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1471	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1472	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1473	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1474	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Acrophialophora	s__levis
ASV_1475	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1476	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASV_1477	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1478	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1479	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1480	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1481	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1482	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1483	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1484	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1485	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1486	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1487	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1488	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1489	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Xylaria	s__schimicola
ASV_1490	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__felina
ASV_1491	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1492	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1493	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1494	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1495	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1496	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Arachnopezizaceae	g__Arachnopeziza	NA
ASV_1497	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Myxospora	s__musae
ASV_1498	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1499	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1500	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1501	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1502	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1503	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1504	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1505	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1506	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1507	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Microbotryaceae	g__Microbotryum	s__alpinum
ASV_1508	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	s__pyricola
ASV_1509	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1510	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1511	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_1512	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1513	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1514	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1515	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1516	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1517	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Crocicreas	NA
ASV_1518	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1519	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1520	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Alloexidiopsis	s__australiensis
ASV_1521	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1522	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1523	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_1524	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1525	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Apiosporaceae	g__Apiospora	s__qinlingensis
ASV_1526	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1527	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1528	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Niesslia	s__tenuis
ASV_1529	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1530	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1531	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1532	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1533	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1534	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_1535	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__bombi
ASV_1536	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
