	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2779	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2780	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2781	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2782	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2783	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2784	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2785	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2786	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2787	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2788	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2789	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2790	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2791	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2792	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2793	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2794	k__Fungi	p__Basidiobolomycota	c__Basidiobolomycetes	o__Basidiobolales	f__Basidiobolaceae	g__Basidiobolus	s__magnus
ASV_2795	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2796	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2797	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2798	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2799	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2800	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2801	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Phaeotrichales	f__Phaeotrichaceae	g__Trichodelitschia	s__bisporula
ASV_2802	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__rosea
ASV_2803	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2804	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2805	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Anthracoideaceae	g__Farysia	s__acheniorum
ASV_2806	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASV_2807	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremaceae	g__Papiliotrema	s__siamensis
ASV_2808	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2809	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2810	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2811	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2812	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2813	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2814	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2815	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2816	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2817	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2818	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2819	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2820	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2821	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2822	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2823	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2824	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2825	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2826	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA
ASV_2827	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2828	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Trichobolus	NA
ASV_2829	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Holtermanniales	f__Holtermanniaceae	g__Holtermannia	s__saccardoi
ASV_2830	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Pseudosigmoidea	s__excentrica
ASV_2831	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2832	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__caucasica
ASV_2833	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2834	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	NA	NA
ASV_2835	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Teratosphaeria	s__fibrillosa
ASV_2836	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2837	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2838	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cladosporium	s__herbarum
ASV_2839	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_2840	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2841	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2842	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2843	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2844	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2845	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2846	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2847	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2848	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2849	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2850	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2851	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
ASV_2852	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2853	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2854	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Ascosphaerales	f__Ascosphaeraceae	g__Ascosphaera	NA
ASV_2855	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__panaeoloides
ASV_2856	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2857	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pleuroascaceae	g__Pleuroascus	s__nicholsonii
ASV_2858	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2859	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	NA	NA
ASV_2860	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2861	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Mycobernardia	s__incrustans
ASV_2862	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2863	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2864	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2865	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2866	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2867	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2868	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2869	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2870	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2871	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__albida
ASV_2872	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2873	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2874	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2875	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2876	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2877	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__graminis
ASV_2878	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2879	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Buckleyzymales	f__Buckleyzymaceae	g__Buckleyzyma	NA
ASV_2880	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Myrmecridiales	f__Myrmecridiaceae	g__Myrmecridium	s__juncicola
ASV_2881	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	NA	NA
ASV_2882	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA
ASV_2883	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2884	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2885	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2886	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2887	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2888	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2889	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2890	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2891	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2892	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2893	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2894	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_2895	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__aquadulcis
ASV_2896	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	NA
ASV_2897	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2898	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2899	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2900	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricales_fam_Incertae_sedis	g__Clitocybe	s__nebularis
ASV_2901	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	g__Kockovaella	s__lichenicola
ASV_2902	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2903	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2904	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2905	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2906	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2907	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2908	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2909	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2910	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2911	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2912	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2913	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2914	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2915	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__xanthothrix
ASV_2916	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2917	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2918	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2919	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2920	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2921	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2922	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cladosporium	s__herbarum
ASV_2923	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__angularis
ASV_2924	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	NA
ASV_2925	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__flavum
ASV_2926	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Pochonia	s__globispora
ASV_2927	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__pulchella
ASV_2928	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2929	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2930	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2931	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2932	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2933	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2934	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2935	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2936	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2937	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2938	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2939	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2940	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2941	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2942	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2943	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2944	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2945	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2946	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporales_fam_Incertae_sedis	g__Fibroporia	s__citrina
ASV_2947	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2948	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2949	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2950	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2951	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2952	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	NA
ASV_2953	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2954	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2955	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	s__protuberata
ASV_2956	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2957	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2958	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2959	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2960	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2961	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2962	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2963	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2964	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2965	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2966	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2967	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2968	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2969	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2970	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2971	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2972	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2973	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	NA	NA
ASV_2974	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Rhodocollybia	s__butyracea
ASV_2975	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2976	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2977	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2978	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2979	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2980	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2981	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2982	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2983	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2984	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2985	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2986	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2987	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2988	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_2989	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2990	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2991	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodosporidiobolus	s__fluvialis
ASV_2992	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2993	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2994	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2995	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2996	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_2997	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__metachromatica
ASV_2998	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Sympoventuria	s__capensis
ASV_2999	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Bellamyces	s__quercus
ASV_3000	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3001	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	g__Mycena	s__zephirus
ASV_3002	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_3003	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Cyathicula	NA
ASV_3004	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Junewangiaceae	g__Sporidesmiella	s__pini
ASV_3005	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Conioscyphales	f__Conioscyphaceae	g__Conioscyphaceae_gen_Incertae_sedis	NA
ASV_3006	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	NA	NA
ASV_3007	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3008	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3009	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3010	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3011	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3012	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3013	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3014	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__inositophila
ASV_3015	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__falcatus
ASV_3016	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3017	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3018	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3019	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3020	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3021	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3022	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3023	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3024	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Claviceps	s__arundinis
ASV_3025	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3026	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	s__biseptata
ASV_3027	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	s__dehoogii
ASV_3028	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3029	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3030	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3031	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_3032	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3033	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_3034	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Sclerostagonospora	s__sulcata
ASV_3035	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Arthroderma	s__curreyi
ASV_3036	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3037	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3038	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3039	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3040	k__Fungi	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	o__Pezizomycotina_ord_Incertae_sedis	f__Pezizomycotina_fam_Incertae_sedis	g__Spermospora	s__loliiphila
ASV_3041	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__flanaganii
ASV_3042	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3043	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3044	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3045	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3046	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_3047	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3048	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3049	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3050	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3051	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3052	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3053	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3054	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3055	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3056	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3057	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3058	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3059	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_3060	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
ASV_3061	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__salicetense
ASV_3062	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3063	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__multicolor
ASV_3064	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	NA	NA	NA
ASV_3065	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Cephalothecales	f__Cephalothecaceae	g__Phialemonium	s__inflatum
ASV_3066	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metapochonia	s__bulbillosa
ASV_3067	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3068	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3069	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	f__Pyxidiophoraceae	g__Pyxidiophora	s__arvernensis
ASV_3070	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_3071	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3072	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3073	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3074	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3075	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_3076	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3077	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_3078	k__Fungi	NA	NA	NA	NA	NA	NA
